p_id,review,review_en
f311,친절하시고 좋아요 평일?3시간 이용가격은 현금 6천원.. 1시간당 3천원이였나..? 음료도 3~6천원사이???. 최고 자주갈게요,"Nice and nice. Weekdays?The three-hour service price is 6,000 won in cash. Was it 3,000 won per hour? Beverages are between 3,000 and 6,000 won? I'll go there often."
b321,하,Ha
b113,밤늦게가면 주차장 열려있어 공짜고 한적합니다~. 한강은 봄 가을에 가서 자전거 타고 ~ 피크닉하면 정말 금상첨화 ^^ 굿이예용 !!!. Bicycling. 주차장 ㄹㅇ 작음... 쓰레기양은 ㄷㄷ. 보통이에요. 오랫만에 날씨고 너무 좋고 한강나들이~!! 맑은 날 가울 날씨~ 파란 하늘과 코스모스의 알록달록 물들인 풍경  여유로움이 묻어나는 계절... 역시 ㅋㅋㅋㅋㅋㅋㅋㅋ. 가끔가지 가족단위로 많이 오는 느낌?. 한강에서 치맥. 운동장소^^. 오랫만에 날씨고 너무 좋고 한강나들이~!! 맑은 날 가울 날씨~ 파란 하늘과 코스모스의 알록달록 물들인 풍경  여유로움이 묻어나는 계절... 역시 ㅋㅋㅋㅋㅋㅋㅋㅋ. 가끔가지 가족단위로 많이 오는 느낌?. 한강에서 치맥. 운동장소^^. 한여름에도 한산하고 예전분위기남,"If you go late at night, the parking lot is open, so it's free and quiet. Going to Han River in spring and autumn and riding a bike~ If you have a picnic, it's a great ^^ Good! Bicycling The parking lot is very small... The amount of waste is. It's normal. It's been a while since the weather was so nice and we went out to Han River! The weather to be clear on a clear day, the season where the blue sky and cosmos' colorful scenery and relaxation are reflected. As expected, hehehehe. Sometimes I feel like I come to the family unit a lot. Chicken and beer at the Han River. a playground ^^ It's been a long time since the weather was so nice and we went out to Han River! The weather to be clear on a clear day, the season where the blue sky and cosmos' colorful scenery and relaxation are reflected. As expected, hehehehe. Sometimes I feel like I come to the family unit a lot. Chicken and beer at the Han River. a playground ^^ It's quiet even in midsummer, old-fashioned guy"
a59,보통이에요. 친구들과 갔다가 완전빵터짐 ㅋㅋㅋㅋㅋ  놀러가서 겨우 살아나옴^^. 시설우리나라최고!. 색다른 볼링의 재미 ㅋㅋ  시간가는줄 모른다는...,It's normal. I laughed so hard with my friends. I barely survived. The facility is the best in Korea! The fun of bowling is different. I don't know how time flies.
b114,최고예요,It's the best.
f2212,"티비,티비밑에 먼지 쌓였음 리모콘도 작동안됨ㅡㅡ관리좀 블로그리뷰 거의 좋게써놔서 낚였어요 비추 !절대로 가지마세여! 바닥청소안한듯 ㅡㅡ  라면 좋아하는사람한테 추천함; 쨌든 다시안오고싶은곳.... 더럽고 별로였어요 먹을 음식도 별로 없고 과자도 다 말라비틀어져서 불쾌-했어요 보드게임이랑 게임기 이런거1도없음. 리뷰보고갔는데 방도 좁고 아무것도 없어요 ㅠㅠ","I was tricked by the fact that I had a good blog review. Don't ever! I didn't clean the floor -- I recommend it to someone who likes ramen; I don't want to come back anyway -- it was dirty and bad. I didn't have much food to eat, and the snacks were all dried up, so I was offended. I didn't have any board games or game consoles. I went to the review, and the room is small, and there's nothing. ᅲᅲ"
b1511,국보1호의 숭례문. 상처를 훌훌털고 새천년을 향해 나아가자,"Sungnyemun Gate, National Treasure No. 1 Let's get rid of the wounds and move on to the new millennium."
g30,"다른데 갔다가 사람많아서 여기로 갔는데 텅텅 비었더군요.
4곡에 천원으로 홍대에선 저렴한 편인데....그런 이유가 있더군요.
코러스,mr이 나오는거 맞나 싶을정도로 부실해서 노래할맛 안나는 음향이었어요. 게다가 곡 선정도 빨리하라고 재촉하고 했던노래 강제시작시켜버리네요. 상주 직원도 따로없는듯. 안에 화장실은 있는거같은데 안가봄. 근처에 I코노? 다른데도 하시는듯.접기. 좀 더러워요...",
g90,"냄새 너무 나고 ,화장실 위치 너무 별로구, 무엇보다 위생상태가 너무.... 술드시고 벽 발로차는분 너무 많고 침도 많이 뱉어놨더라구요...ㅠ. 깨끗하고 시설좋음. 시설 좋음.","It smells so bad, the location of the bathroom is so bad, and above all, the hygiene is so... Too many drunk, too many kickers on the wall and spit out a lot... ..clean and well-equipped. Good facilities."
f184,"커플이많아서 뭔가 익명성 보장됨. 직원이 정말 불친절하네요.. 알바들에게 교육을 전혀 시행하지 않는다고 봐도 무방한 곳. 어떤 문제가 생겨서 그것에 대한 책임을 가지고 있는 알바생에게 문의를 하면 대충대충 책임감 없이 넘어가기 바쁨. 메뉴얼로 대충대충 하라고 정해져 있나보다. 
피씨방보다 자유롭게 즐길 수 있어 먹거리와 함께 게임할 생각으로 21시 조금 넘어서 방문하였는데, 10분 후 자리를 잡고 음식을 시키러 가니 21시에 마감했단다. 환불받고 나옴. 왜 안내 안해줬냐니까 돌아오는 대답은 ""환불 해드려요?""
기본적인 안내조차 하지 않음. 불친절해도 상관없다 하시는 분들만 가세요.접기. 직원들이 너무 불친절하네요... 음료시켰는데 알따하고 진동벨안줘서 언제나온지몰랐음 . 친절했음좋겠어요. 사진엔 PC가 있는데 가보니까 그냥 만화카페네요. 만화카페와 PC방의 결합. 시설 좋다. . 최고예요. 시설은 나쁘지 않아 몇번 이용했으나, 알바생 교육은 좀.. 불쾌할정도 불친철하다.",
a32,"직원개판. 알바생 ㅈㄴ 싸가지없음. 알바천국. 알바랑 친하면 볼링화 안신고 운동화 착용가능, 지인이랑 왔어도 1인당 1레인 사용가능. 알바한테 거슬리면 손해배상 드립. 알바 인성 잘 봤습니다. 좋은 위치에 있어도 장사가 잘 안되는 건 이유가 있겠죠? 사장님은 볼링장 유지 하시고 싶으시면 지금 알바들 잘 모니터링 해보세요. 장사가 생각보다 안되는 이유를 아시게 될 겁니다 ^^. 평점도 아깝습니다. ;","Employee mess. Part-timer, you're rude. Heaven of Alba. If you're close to Alba, you can wear sneakers without wearing bowling shoes. Even if you come here with an acquaintance, you can use 1 lane per person. If you're bothered by Alba, you can make a damage joke. Thank you for your personality. I'm sure there's a reason why business doesn't go well even if you're in a good position, right? If you want to maintain the bowling alley, monitor the part-timers now. You'll see why business isn't as good as you think. I don't want to lose my grade. ;"
f170,"바닥이 끈적거려요 . 매우 불친절. 주문 듣는둥마는둥. 음식가져와서도 암말없이 휙던지고 걍 가버림. 음식도 그냥저냥 대단치않음. 앵간해선 리뷰안남기는데 나라면 여긴 무조건 거른다. 네이버 리뷰보고 갔는데 태어나서 제일 맛없는 피자먹어봄...플라스틱씹는 맛에 피자도 냉동피자 데운맛. 도우가 1mm인데 치즈도 1mm에 플라스틱치즈   가성비 전혀없고 그냥 크기만  큼. 맛1도없음. 이마트피자, 피자스쿨이 100배 맛있음, 맥주도 그냥.... 맥주 좋아여. 맥주도 피자도 별 루 ~ . 보통이에요. 불친절함 . 보통이에요. 맥주 마시기 좋아요. . 무난하게 맛있게 먹을 수 있는 피맥집!. 좋아요. 좋아요. 좋아요. 좋아요. 피자가 맛있음. 좀 시끄럽다. 보통이에요. 좋아요. 먹을만한 수제 맥주를 매우 싼 가격에 마실 수 있는 가성비 갑인 곳. 처음 오픈하고 얼마되지 않았을 때는 사람도 좋고 피자 퀄리티도 나쁘지 않고 테이블도 다닥다닥 붙어 있지는 않았는데...장사가 잘되서 그런가 최근에 갔을때는 옆 테이블하고 합석이라고 말해도 될정도로 가까이 다닥다닥 붙여 놓고 피자는 주문하고 나서 맥주 2잔 째쯤 나오는데 예전보다 못한 퀄리티... 무작정 테이블 수를 늘리는게 좋은건 아니라는 걸 좀 알았으면...접기. 좋아요. 피자는 다른 피자맥주집에 비해서 퀄리티나 맛이 좀 부족하지만 이집은 상큼하고 맛도 좋은 샐러드에 수제 맥주를 부담 없는 가격에 먹을 수 있는 집이라 좋았습니다.  맥주는 종류 상관 없이 같은 가격이며 지하라 조금 답답한것 빼면 살러드도 가격대비 푸짐하게 나온다고 생각되네요. 보통이에요. 애매한 가격과 맛의 피맥 즐기기 제격. 하이퀄리티 원하는 사람에겐 비추. 보통이에요. 애매한 가격과 맛의 피맥 즐기기 제격. 하이퀄리티 원하는 사람에겐 비추","The floor is sticky. very unfriendly I don't know what to do. Even when I brought food, I just threw it away without saying anything. The food isn't just great. If I were you, I'd skip this part. I went to see Naver review and I ate the worst pizza in my life...It's like chewing plastic, and it's like a frozen pizza heated. The dough is 1mm, and the cheese is 1mm, and there is no plastic cheese at all, and it's just big. No taste at all. E-mart pizza, pizza school is 100 times better, beer is just... beer is good. No beer, no pizza, no. It's normal. Unkindness. It's normal. It's good to drink beer. It's a good pizza and beer place! All right, all right. All right, all right. Pizza is delicious. It's a little loud. It's normal. Okay. A place where you can drink handmade beer at a very low price. Not long after the opening, the people were good, the pizza quality wasn't bad, and the table wasn't very close...Maybe it's because of the good business, but when I went there recently, I put the table next to me close enough to say it's a joint table, and pizza comes out for the second time after ordering, but the quality is worse than it used to be. Well, if I knew it wasn't a good idea to just increase the number of tables...Folding. Good. Pizza is not as good as other pizza and beer restaurants, but this place is good because it has a fresh and delicious salad and you can drink handmade beer at a reasonable price.  Beer is the same price regardless of type, except for the stuffy underground, I think salad is also plentiful for the price. It's normal. It's perfect for an ambiguous price and taste of pizza and beer. High quality. Not for those who want it. It's normal. It's perfect for an ambiguous price and taste of pizza and beer. High quality. Not for those who want it."
f2410,쾌적하고 다양한 보드겜도 많고 좋아요!! 재밌게 놀고 갔어요!!! 강남 룸카페는 여기만 갈듯합니다!!!,There are a lot of fun and diverse board games and it's great! I had a lot of fun! I think I'll only go to Gangnam room cafe here!!!
g64,최고예요,It's the best.
e69,테마 재밌고 낡은 것 없이 깔끔합니다 . 최고최고최고!!!!! 노원더메이즈와건대엑스케이프이후로제대로된방탈출!!! 사립고 살인사건 필수진짜ㅜㅠ. 초보자가하기 너무 좋은문제 테마들도 각각의 특색에맞는 스토리도 너무좋아요. 중간중간 깨알 웃음ㅋㅋㅋㅋ나는 포인트가 매력적이에요. 난이도도 적당하고~~ 아직 오픈 얼마되지않아선지~~ 깨끗하고 관리잘되서 좋았어요~~ 무엇보다!!! 스토리와 인테리어!!!!! 굳굳굳^^. 인테리어 굿,"The theme is fun and clean without old things. Best, best, best, best! Room Escape after Nowon The Maze and Kuhon XCape!!! A murder case in a private high school is a must. Even the problems that are too good for beginners, I love the stories that fit each characteristic. I find the point attractive. The level of difficulty is reasonable~~~~ It's not been long since it opened~~ It was nice because it was clean and well managed.More than anything! Story and interior!!! Good. Good. Interior good."
g63,주변에 자주 가는데 요긴 무난했어욥. 깔끔하고 청결한 시설  아무때나 마음 편하게 갈 수 있어서 굿. 자주가던 곳이었는데 가격을 갑자기 천원에 2곡으로 올림.. 오늘갔다가 깜짝놀래서 그냥 나옴... 너무비싸서 낮은별점...,"I often go around, but it was okay. Good because you can go to a clean and clean facility anytime. I used to go there often, but suddenly the price was raised to two songs for 1,000 won. I was so surprised today that I just came out... It's so expensive that low stars..."
f177,"ㅋㅋ 쉼 스토리지만 쉬지못하도록 크게 떠드는게 가능한 곳이에요. Relaxed. 시간이 비어서 잠시 쉬러왔습니다. 주인 아주머니도 너무 친절하시고 편하네요 잠깐 잠든것 같은데 피로회복 잘하고 갑니다~~. 사장님 너무 친절하세요. 갑자기 몸이 안좋아서, 집에도 못가겠고 한시간이라도 눕고싶어서 갔는데...진짜 너무 잘 쉬었어요. 나에겐 너무 고마운곳.. 라운지에서 자려고 누웠더니 음악 개크게 틀어서 잠 다 깸.. . 조금은 좁아요ㅠㅠㅠ","It's a place where you can talk about restful storage. Relaxed. I came to take a break because I have free time. The owner is so kind and comfortable. I think I fell asleep for a while. I hope I can recover from fatigue. The boss is so kind. I suddenly felt sick, I couldn't go home, and I wanted to lie down for an hour...I rested really well. Thank you so much to me. I lied down to sleep in the lounge and turned on the music so I couldn't sleep. It's a little tight."
f183,주말에도 깨끗하고 좋았어요 !  치킨마요 맛있어요!. 평일에 가는걸 추천함 주말엔 사람이 너무 많음. 최고예요. 깨끗해서 좋아요. 그리고 초코라떼랑 치킨마요가 진짜 맛있음ㅋㅋㅋ. 이쪽 뒷골목엔 차대놓고 카페가기가 어려운데 요기 주차도되고 발견해서 넘조아요 ㅎ여자친구랑 카페데이트하기도 ㅎㅎ 글구음식들도맛잇어요~~~~~ㅎㅎ. 보통이에요. 제가 가본 만화카페중 제일 깨끗했어요 ㅠ_ㅠ 편하고 재밌게 보고 갑니다 ,It was clean and nice on the weekend!  Chicken mayo is delicious! I recommend going on weekdays. There are too many people on weekends. It's the best. I like it because it's clean. And chocolate latte and chicken mayo are really delicious. It's hard to go to a cafe in the back of this street. You can park here. I found it and it's too much. Going out to a cafe with my girlfriend is delicious.~~~~. It's normal. It was the cleanest cartoon cafe I've ever been to. I enjoyed watching it comfortably and funly
b147,숨은 명소. . 최고예요,A hidden attraction. It's the best.
f148,주말 오픈할때 갔는데 10시 반 오픈이라하는데 갔더니 직원도 없고  나온 직원도 상당히 불친절하셔서 저도 따라서 기분 나빠졌어요 정말 너무 퉁명스러우셔서 제가 뭐 잘못한줄... 사장님이 친절하세요. 좋아요. 컴플레인 대응이 느립니다.. 종업원 싸가지없음,"I went to the weekend opening, and I went to the 10:30 p.m. opening, and there were no employees and the staff who came out were very unfriendly, so I felt bad. You're so blunt that I thought I did something wrong. The boss is kind. All right. Complain response is slow. employees are rude"
c38,깔끔하고 고양이도 볼수있다. 인기있는 만화가 순위별로 써져있어서 편했고 고양이 세마리있는데 넘 귀여웠고 편한 공간에서 만화책 잘읽었어요~사장님도 친절하세요^^ . 가보면 안다는~. 음식이 맛있습니다~ 최신 트랜디한 만화가 많고요,"It is neat and you can see a cat. It was comfortable because popular cartoons were written by rank, and there were three cats. It was so cute. I read comic books in a comfortable space.The boss is kind, too.^^. You'll know when you go. The food is delicious. There's a lot of trendy cartoons."
b178,음 ..  지금 '신천(새내)'엔  이런 유래가 있었군 그래 !!!,"Well, this is the origin of Sincheon right now!"
f2613,"여러번 가봤는데 가성비 좋고 맛도 갠춘. 음식이 다 맛있고, 분위기도 좋아요~~!. 사장님들도 너무잘생기고 가성비최고 맛도최고 분위기최고!! :). 깔끔하고 맥주가 맛있어요.. 음식, 칵테일 정말 맛있고 사장님의 친절함!! 굿굿","I've been there several times and it's cost-effective and tastes great. All the food is delicious and the atmosphere is nice~! The bosses are so handsome, cost-effective, and the atmosphere is the best!! :). It is neat and the beer is delicious. The food, the cocktail is really delicious and the boss's kindness!! Good good"
e67,시설 진짜 좋아요,The facilities are really good.
c1712,"깨끗해서 정말 좋네요~ 담요에서 좋은 향나고 청결에 신경쓰시는게 느껴져요  그리고 신간도 많고 책 종류가 다양하네요 사장님 친절하시고 만화방 분위기가 편안해서 한숨 자기 좋아요~. 웹툰명작, 만화명작들 빨리 업데이트되서 좋아요 여자친구랑 자주 가는데 방 깔끔한데다 음식도 맛있어서 안에 들어가면 잘 안나오게 되네요ㅋㅋㅋㅋ. 위치가 굉장히 좋아서 주말에 가면 사람 너무 많아요 ㅠ 화장실 한번 가려면 꽤 기다려야함. 최신간이 2015년이라니.....","It's really nice because it's clean. I can feel that you're paying attention to the scent of the blanket and cleanliness. There are a lot of new books. There's a lot of books. The owner is kind and the comic book cafe is comfortable, so it's good to take a nap. I like that webtoons and cartoons are updated quickly. I often go with my girlfriend. The room is neat. The food is so good that it doesn't come out well inside.The location is so good that there are too many people on weekends. ᅲ You have to wait a while to go to the bathroom. The latest one is in 2015..."
e93,그냥 전체적으로 무난한 방탈출카페에요 힌트가 무제한이라 막히면 물어보면 됩니다 직원들 친절도도 보통.. 가격도 보통... 첫 방탈출을 라스트이스케이프에서 하게 되어 방탈출에 중독되어 버렸어요! 짱짱. 친절한 서비스와 재밌는 테마들로 구성되어 있었어요. 추천합니다!,"It's a room escape cafe with no hints, so you can ask if it's blocked. The kindness of the staff is usually... The price is usually... I got addicted to room escape because I did my first room escape at Last Icecape! It's the best. It's made up of kind service and fun themes. I recommend it!"
b512,최고예요. 서대문역이 아니고 독립문역 옆에 있는 공원입니다. 좋아요. 최고예요,"It's the best. It's not Seodaemun Station, it's a park next to Independence Gate Station. Good. It's the best."
e94,"스토리 개연성 관리도 모두 아쉬웠어요 처음하시는분들이 하시면 다시는 방탈출을 하기 싫어서 돈을 아낄수있을거에요. [파괴된 도시] 개연성이나 스토리, 장식이 약간 아쉬워요. 조금 아쉬워요. 여자친구랑 데이트하다가 어디 갈데가 만만치않아서 들린 방탈출카페~ 굉장히 신선하고 직원들도 친절해서 데이트 잘하고 가네요ㅎㅎㅎㅎ나중에 또한번 들릴게용ㅎㅎ강추!^^b","I'm sorry about all the story probability management. If you do it for the first time, you can save money because you don't want to escape the room again. [Destroyed City] I'm a little disappointed in probability, story and decoration. I'm a little sad. The room escape cafe that I stopped by because I had a lot of places to go on a date with my girlfriend~ It's very fresh and the staff is kind, so I'm having a good date.I'll come by again later. I strongly recommend!^^b"
f710,친구들과 방문했는데 친절한 게임설명과 밝은 카페 분위기가 너무 좋았어요 ^^,"I visited with my friends, and I loved the friendly game description and the bright cafe atmosphere. ^^"
f2614,"최고예요. 조금 아쉬워요. 맛있다고 한잔,두잔 먹다가 훅갑니다. 분위기 좋으니 썸남 썸녀 챙겨오세오. 없어서 혼자 마시다 훅갔습니다. 분위기 부터 먹고 들감 분위기 좋고 술 맛 좋고 사장님 좋고 다트 좋고  ","It's the best. I'm a little sad. It's delicious, so I drink one or two glasses, and it's so delicious. Please bring your boyfriends and girlfriends since the atmosphere is nice. I drank alone because I didn't have one. I like the atmosphere, the atmosphere is good, the alcohol is good, the boss is good, the darts are good."
e60,혼테마 진짜 재미있었습니당!!,Hon-te-me was really fun!
f146,강남인데도 사람이 많이 없어 조용하기 때문에 수다떨기에 좋음. 조용하고 공부하기 좋은 특색있는 카페. 좋아요. 보통이에요. 분위기 좋음 주말 강남임에도 불구하고 매우 조용함,"It's good to chat because it's quiet even though it's Gangnam. A quiet, studyable, distinctive cafe. Okay, it's normal. The atmosphere is good, even though it is Gangnam on the weekend, it is very quiet."
c36,너무 맘에들었어요. 사장님 친절하시구. 전기장판 있는 칸도 있어서.. 담요도있구 일교차심해서 저녁에추웠는데 가서 잘쉬면서 있을수있었어요 !!,"I loved it. The boss is kind. There's a compartment with an electric pad. There was a blanket and it was cold in the evening, so I could go and rest well!"
g99,500원에 한곡이에요ㅋㅋ 혹은 500원에 3분.. 손님없어 언제나 들어갈수있는 노래방을 찾는다면 여기.. ⏺⏹⏏⏯◀⏪⏮⏫⏬⏸▶⏩⏭,"One song for 500 won or three minutes for 500 won. No guests. If you're looking for a karaoke room where you can always go in, here. ⏺⏹⏏⏯◀⏪⏮⏫⏬⏸▶⏩⏭"
g299,모든 방의 마이크 상태가 엉망진창. 에코를 낮춰도 웅웅거려서 최악임. 게다가 마이크 악취 심함. 방 크기는 심각하게 작음. 구산 응암 불광 녹번까지 이 근방 티오피코인은 다 최악이예요,"Microphone in every room is in a mess. Even if you lower the echo, it's the worst because it's buzzing. Besides, the microphone stinks badly. The room size is seriously small. Up to Gusan, Eungam, Bulgwang, Nokbeon, this neighborhood is the worst."
f179,최고예요. 김볶밥 최고  치즈 바로 비벼드세요. ~~~~치즈김치볶음밥 진짜 꼭 시켜드셔요 ~~~~ 약간밥먹으러가는집,It's the best. Mix the best cheese with the kimbbokbap. ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~! a little bit of a restaurant
e89,역시 잼있었어요!! 나머지 하나도 빨리 하고 싶어요!!. 뱅크럽이랑 김선의 너무 재밌게 했어요! 곧 오픈할 피망이랑 SOS도 기대되네요!,"As expected, it was fun!! I can't wait to do the other one! Banklub and Kim Sun had so much fun! I'm looking forward to the upcoming bell pepper and SOS!"
a19,"매장 너무 이뻐요 시설도 괜찮고 친구들이랑 놀던지 데이트 하면 좋을듯 칵테일 잘타요. 분위기가 대박이다. 포토존도 여러 곳 있고 볼링장인데도 다른 놀거리, 볼거리도 많다!. 친절합니다. 재밌게 놀다가요. 서비스와 시설이 좋습니다. 비싼 만큼 친구들과 삼삼오오 놀러가서 술내기 하기엔 딱이네요. 구ㅡ.  쓰레기임 돈에 눈멀었음 남은 음료 그냥 테이블에서 먹고가라함.. 이런데 처음봄 직원인지 알바인지 돈받는 사람 인성도 별로임.. 이런데 처음본다.. . 겉멋만 들어서 완전 별로임. 직원 불친절. 또 첫번째 방문은 쿠폰 사용 못함(그런 공지도 없었고 잔화 상담에도 그런 말 없었음). 맥주 한잔에 15000원 ㄷㄷㄷ 4명이 볼링 한게임 쳤더니 10만원 ㅋㅋㅋ 시설은 좋은데 너무 비쌉니다","The store is so pretty. The facilities are good and it would be nice to hang out with friends or go on a date. The atmosphere is amazing. There are many photo zones and bowling alley, but there are many other things to play and see! It's nice. I had a lot of fun. The service and facilities are good It's expensive, so it's perfect to hang out with friends and have a drink. If you're blinded by money, just drink the leftover beverage at the table. First spring employee or part-time worker, the person who receives money is also not good. I've never seen anything like this before. . . .I don't like it because it's so pretentious. unkindness to the staff The first visit also failed to use the coupon (no such notice and no residual counseling). 15,000 won for a glass of beer. ᄃᄃ 4 4 people played a game of bowling and 100,000 won. The facilities are good but too expensive."
g84,"최고예요. 깔끔합니다. 무선마이크, 마이크덮개 있고 카드 결제도 가능하고요. 널널하고 쾌적하고 화장실도 깨끗하고 집 가까운 코노 여기뿐이여서 넘 조아요","It's the best. It's neat. Wireless microphones, microphone covers, and card payments are available. It's spacious, it's comfortable, it's clean in the bathroom, and it's just a coin karaoke room near my house."
f1611,"여러가지를 즐겨할수 있엇던게 너무 좋았던거 같아요! 만화도 보고 안마의자에 안마도받아보고 시간가는줄 모르고 놀았네요!. 여러가지를 함께 할수있어서 너무 좋아요~ 안마의자에서 피로도 풀고 좋아하는 만화책도 보고 제대로 힐링하고 왔어요.  애견동반이라고 하니 다음에는 댕댕이 데리고 방문해야겠네요~. 층별로 할게 아주많아요ㅋ  저는 그중에서 안마의자에서 제대로 몸풀고왔어요ㅋ  보드게임하는거 좋아하는데 여러가지보드게임이 있어서 시간가는줄 모르고 놀다왔네요  같이간 친구는 오락실이 좋았대요. 정말 맛있고 다양한 음식과 다양한 놀이가 있어서 좋았습니다. 가격도 착한것같고 종종놀러와야겠습니다. 감사합니다~. 시간관계없이 갈수잇는곳이라 좋았어요 분위기도 좋구 여러가지 즐길거리가 많아서 시간도 잘가구요^^. 밖에 입간판에 써있는 음료마시면 전층이용가능 구라입니다 다른층들 이용하려면 이용시간당 금액지불해야되고 그걸 지불할때 음료가 무료입니다 입간판으로 사람 낚는곳이네요. 보드게임 다 망가져있음... 아이들 방학이라 집에만 있으니 넘 심심해 해서 왔어요. 온가족이 즐길수 있는것들이라 넘 만족합니다~~ 자주올듯해요.. 전부터 데이트장소로 자주 가던곳이에요~! 다양한 놀이시설이 있어서 지루하지않아요.^^. 추워서 야외활동하기 힘든 계절인데 여기 좋습니다. 다양하게 즐길거리도 많고 놀이와 휴식 다 같이 잡을 수 있어서 좋았습니다. 다음에는 여러사람들끼리 재 방문 해야겠습니다. 강추해용 ㅎ. 처음으로 주말에 갔다왔었는데 보드게임도 재밌구 노래방하고 안마의자하고 즐길거리가 많아서 너무너무 좋았어요!! 요즘 너무 추워서 어디 한곳에서 다 즐기기 힘들었는데 피로도 풀고 즐기기까지 하니까 너무 좋아요!!. 처음 가봤는데  즐길거리가 너무 많아서  시간 가는줄모르고 놀았어여~ 지금날씨에는 요기만있어도 좋와여~~ 전 갠적으로 안마의자가 맘에들었어여~. 이것 저것 하면서 시간 보내기 좋아요!  요즘 같이 추울때 어디 안돌아다니고 여기서 데이트하니 너무 좋네용 ㅎㅎ 다음번엔 친구들이랑 같이 와보려구요. 보드게임도 다 부숴져있고 만화책도 2 3권이 하나씩 없고 제대로된 설명도 없고 사람은 터지고 제대로 놀 수가 없네요 뭐하고 놀라는건지 돈만 버렸네요 하... 진짜 별로에요 보드게임 하러 간 건데 종류 별로 없어서 실망하고 보드게임만 있는 카페는 아니니 그렇다 쳐도 여러 개 꺼내봤는데 죄다 주사위든 뭐든 구성품 없어서 제대로 하지도 못했네요; 노래방기계는 마이크 둘중에 하나는 또 안되고 기계 자체가 베란다 구석에 낑겨넣어서 통로 미친듯이 좁고 이거 안전 관련 허가도 못받았을거 같네요
만화방이라고 써있는 것도 말뿐이지 책장 두개가 끝
진짜 사람을 어떻게 하면 화나게 할 수 있는지 보려고 만들어놓은거같다고 얘기하다 나옴ㅋㅋㅋㅋㅋㅋ
진짜 비추...
접기. 24시간 해서 방문한 이곳 오락실 보드카페 만화책 안마의자 등등 이용할게 다양해서 참좋다^^ 여럿이 오면 최고일듯!. Old massage chairs - smelly and some don’t work . 특별한 데이트로 좋은 곳!! 특히 날안좋은 추운 날 더운날 너무 좋는것같아오. 블로그 후기 보고 갔다왔는데 정말 재밌고 즐거웠던 곳이에요. 커플데이트장소로 완전 강추해요!. 숲숨그레이 처음가봤는데 다양하게 즐길거리가 많아서 앞으로 자주 갈거 같아용^_^. 재밌었어요! 직원분도 친절하고 굳!!!!. 24시간이라서 늦게까지 친구들이랑 놀때 가끔 가서 놀면서 쉬기도 하는데 좋더라구여~. 보드게임, 만화방,노래방에 안마의자까지..ㅋㅋ 또 머있드라... 진짜 가성비 너무 좋은곳 ㅎㅎㅎㅎ. 다 이용해보지 못해서 아쉬워요... 재밌는 체험들이 많아서 다음에 또 갈게요!. 추워서 밖에 돌아다니기 싫을땐 여기서 여기서 노는게 젤 좋은거 같애염 *_*. 재밌었어요! 직원분도 친절하고 굳!!!!. 24시간이라서 늦게까지 친구들이랑 놀때 가끔 가서 놀면서 쉬기도 하는데 좋더라구여~. 보드게임, 만화방,노래방에 안마의자까지..ㅋㅋ 또 머있드라... 진짜 가성비 너무 좋은곳 ㅎㅎㅎㅎ. 다 이용해보지 못해서 아쉬워요... 재밌는 체험들이 많아서 다음에 또 갈게요!. 추워서 밖에 돌아다니기 싫을땐 여기서 여기서 노는게 젤 좋은거 같애염 *_*. 저렴해서 좋구.... 층별도 다양하게 즐길수 있어서 좋구.... ^^ 숲숨그레이 넘 좋아용 ㅠㅠ. 최고예요. 직원분이 참 친절하시구 가성비 좋은 데이트장소였어여!. 남친이랑 가끔 가는곳인데 티라미슈도 맛있구 커피도 맛있구..>_< 놀다 먹다 놀다 먹다...ㅋㅋㅋ 여기서 다 해결됨..ㅋㅋ. 이색카페 많이 가봤지만 가본곳들중에 시설이 가장 다양하고 깨끗해서 좋았어여~. 가로수길에 가끔왔는데 이런곳이 있는줄 여태 몰랐넹 ㅋㅋㅋ 친구랑 3시간 정액권 구입해서 놀았는데 시간가는줄 몰르고 놀았네요...ㅋㅋ 담에 또 가기로 했어요!. 층별 사진으로 보이는 장소는 극히 일부이고 너무 장소가 협소합니다. 노래방칸은 들어가기도 어렵고 만화방은 만화방이라고 하기 어려운.. 1층이 제일 나을 정도.... 커피는 완전 태운 맛에 이거저거 있는데 산만하고 별 거 없음. 노래소리가 너무 커서 머리아파요ㅜ 음료는 맛있었습니다. 공간도 쾌적합니다. 노래소리 조금 줄여주시면 좋겠습니다.. 진짜 꾸르플레이스. 여기 진짜 좋아요 ㅜㅜㅜ 사랑함",
