p_id,p_name,address,tags,open_time,open_day,category,price,p_rate,link
g305,엔젤스 코인노래방 증미역점,서울 강서구 화곡로68길 91 2층 (우)07550,,코인노래방,매일 10:00 ~ 23:30,g,,0/5,https://place.map.kakao.com/704795249#comment
g306,어썸코인노래연습장 신촌2호점,서울 서대문구 연세로 29 혜인빌딩 지하1층 (우)03788,,코인노래방,,g,,0/5,https://place.map.kakao.com/1892468218#comment
g309,탑코인노래연습장,서울 은평구 통일로 745 (우)03396,,코인노래방,,g,,0/5,https://place.map.kakao.com/672443193#comment
g311,하비코인노래연습장,서울 광진구 아차산로33길 63 (우)05011,,노래방,,g,,0/5,https://place.map.kakao.com/804537489#comment
g312,락휴코인노래연습장 건대입구역점,서울 광진구 능동로 109 지하1층 (우)05017,,노래방,,g,,0/5,https://place.map.kakao.com/75632985#comment
g315,락휴코인노래연습장 신촌명물거리점,서울 서대문구 명물길 23 401호 (우)03776,,노래방,,g,,0/5,https://place.map.kakao.com/1766438558#comment
g317,케이팝코인노래방,서울 구로구 경인로59길 8 태영프라자 2층 215호 (우)08210,,노래방,,g,,0/5,https://place.map.kakao.com/335223409#comment
g3114,카페코노피자,서울 마포구 양화로 45 (우)04036,,카페,,g,,0/5,https://place.map.kakao.com/19883662#comment
g327,피그코인노래연습장,서울 송파구 송파대로 404 (우)05667,,노래방,,g,,0/5,https://place.map.kakao.com/200358003#comment
g3213,코노코노코인노래연습장,서울 동작구 사당로 200 (우)07009,,노래방,,g,,0/5,https://place.map.kakao.com/1314708464#comment
862,갤러리 현대,종로구,#갤러리현대#나들이#데이트코스#문화시설#미술관#수도권#실내여행지,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d8076992-Reviews-Gallery_Hyundai-Seoul.html
1478,서울 평화시장,중구,#가족여행#나들이#나홀로여행#데이트코스#도심여행#먹거리#서울평화시장,,,4.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d8749178-Reviews-Pyeonghwa_Market-Seoul.html
959,명동난타극장,중구,#가족여행#공연장#기획공연#남녀노소#명동난타극장#문화시설#문화예술,,,2.0,,,
572,광장시장,종로구,#가족여행#관광지#광장시장#나들이#나홀로여행#데이트코스#도심여행,,,1.0,,,
1404,광장시장 한복매장,종로구,#광장시장#광장시장한복매장#쇼핑#수도권#연중무휴#한복매장,,,4.0,,,
30,서울생활사박물관,노원구,#관광지,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d19721908-Reviews-Seoul_Urban_Life_Museum-Seoul.html
833,63아트,영등포구,#63아트#경치좋은곳#문화공간#문화시설#문화예술#미술관#미술작품,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d7060791-Reviews-63_Sky_Art-Seoul.html
230,청와대 앞길,종로구,#가족여행#관광지#나홀로여행#당일치기여행#도심여행#사계절#산책길,,,1.0,,,
429,청와대,종로구,#가족과함께#관광지#대통령#도심여행#아이와함께#역사공부#역사이야기,,,1.0,,,
522,허준박물관,강서구,#관광지#교과서속여행#도심여행#문화시설#박물관#아이와함께#전통&역사문화체험,,,1.0,,,
139,동대문역사문화공원,중구,#가족여행#걷기좋은길#관광지#데이트코스#동대문역사문화공원#사계절,,,1.0,,,
472,DMC 홍보관,마포구,#DMC#DMC홍보관#관광지#복합문화공간#산업관광#산업관광지#수도권,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d12928976-Reviews-Digital_Media_City_Gallery-Seoul.html
413,SK텔레콤 티움,중구,#4G체험#SK텔레콤#SK텔레콤티움#관광지#산업관광#산업관광지#수도권,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d3313698-Reviews-T_um_SK_telecom_Ubiquitous_Museum-Seoul.html
504,일민미술관,종로구,#관광지#데이트코스#문화시설#미술관#수도권#아이와함께#연인과함께,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d7891673-Reviews-Ilmin_Museum_of_Art-Seoul.html
58,KT스퀘어,종로구,#KT스퀘어#가족여행#관광지#문화공연#복합문화공간#산업관광#산업관광지,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d19776231-Reviews-KT_Square-Seoul.html
598,명동,중구,#15_16한국관광100선#17_18한국관광100선#19_20한국관광100선#관광지,,,1.0,,,
588,망원시장,마포구,#가족여행#관광지#나들이#나홀로여행#데이트코스#망원시장#먹거리,,,1.0,,,
602,토탈미술관,종로구,#관광지#데이트코스#문화시설#미술관#수도권#아이와함께#연인과함께,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d592517-Reviews-Total_Art_Museum-Seoul.html
870,마포아트센터,마포구,#가족체험여행#마포아트센터#문화시설#상설공연#실내여행지#아이와함께,,,2.0,,,
400,송파나루공원(석촌호수),송파구,#걷기길#관광지#산책길#산책하기#산책하기좋은곳#석촌호수#송파나루공원,,,1.0,,,
843,코엑스아티움,강남구,#도심여행#문화시설#문화행사#복합문화공간#상설공연#코엑스아티움,,,2.0,,,
478,SM town,강남구,#SMTOWN#SM타운#관광지#문화콘텐츠산업#박물관#복합문화공간,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d7717393-Reviews-SMTOWN_coexartium-Seoul.html
1262,가든파이브 (Garden5),송파구,#쇼핑,,,4.0,,,
875,화정박물관,종로구,#가족과함께#근대문화유산#문화시설#문화예술공간#복합문화#역사문화재,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d4427620-Reviews-Hwajeong_Museum-Seoul.html
775,서울 그레뱅 뮤지엄,중구,#그레뱅뮤지엄#기념품판매#데이트코스#문화시설#수도권#아이와함께,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d8737878-Reviews-Grevin_Museum-Seoul.html
590,광화문광장,종로구,#걷기길#관광지#광화문광장#도심공원#도심순환#도심여행#산책하기좋은곳,,,1.0,,,
770,국립국악박물관,서초구,#국립국악박물관#문화시설#박물관#수도권#아이와함께#이색체험#전시관,,,2.0,,,
453,파크하비오 워터킹덤&스파,송파구,#가족과함께#관광지#무더위_피해_실내놀이#미세먼지_피하는_실내여행,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d13199086-Reviews-Water_Kingdom_Songpa_Park_Habio-Seoul.html
911,간송미술관(서울 보화각),중구,#가족과함께#문화공간#문화시설#문화예술#문화예술공간#복합문화공간,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d3805580-Reviews-Gansong_Art_Museum-Seoul.html
907,예화랑,강남구,#문화시설#문화예술공간#연인과 함께#예화랑#친구와 함께,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d4094846-Reviews-Yehwarang-Seoul.html
828,코엑스 아쿠아리움,강남구,#데이트코스#문화시설#미세먼지_피하는_실내여행#실내관광지#실내여행지,,,2.0,,,
662,알파갤러리,중구,#고미술품#관광지#문화공간#문화시설#문화예술#미술품#복합문화공간,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d4094815-Reviews-Alpha_Gallery-Seoul.html
34,창덕궁 인정문,종로구,#19_20한국관광100선#19_20한국관광100선#가족여행#고궁#관광지,,,1.0,,,
823,창덕궁 소극장,종로구,#데이트#문화공간#문화시설#복합문화공간#소극장#연극#연극단#열린문화공간,,,2.0,,,
76,창덕궁과 후원 [유네스코 세계문화유산],종로구,#19_20한국관광100선#관광지#데이트코스#수도권#역사#역사공부,,,1.0,,,
458,백사실계곡,종로구,#가족여행#경치좋은곳#관광지#백사실계곡#서울여행#여름가볼만한곳,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d3313701-Reviews-Baeksasil_Valley-Seoul.html
64,국립서울현충원,동작구,#가족여행#관광지#교과서속여행#국립서울현충원#근대문화유산#당일치기여행,,,1.0,,,
596,낙산공원,종로구,#가족여행#관광지#나들이#낙산공원#데이트코스#드라이브여행#수도권,,,1.0,,,
705,명동예술극장,중구,#명동예술극장#문화공간#문화시설#문화예술#문화예술공간#복합문화공간,,,2.0,,,
533,서울대학교 규장각,관악구,#관광지#문화시설#서울대학교규장각#수도권#실내여행지#아이와함께,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d3805397-Reviews-Gyujanggak_Library_of_Seoul_National_University-Seoul.html
106,조계사(서울),종로구,#관광지#나홀로여행#불교#불교문화#사찰#산사#역사#역사유적지,,,1.0,,,
61,서소문역사공원,중구,#관광지,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d7987806-Reviews-Seosomun_Park-Seoul.html
109,사직공원(서울),종로구,#관광지#교과서속여행#사직공원(서울)#산책길#산책하기#산책하기좋은곳,,,1.0,,,
754,백범김구기념관,용산구,#3·1운동_100주년_여행지추천#기념관#나들이#도심여행#드라이브여행,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d6197503-Reviews-Kim_Koo_Museum_Library-Seoul.html
500,(주) 교보문고,종로구,#관광지#교보문고#도서관#도심여행#문화시설#문화행사#사계절#수도권,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d4211970-Reviews-Kyobo_Book_Store_Gwanghwamun-Seoul.html
506,사비나미술관,종로구,#관광지#기획전시#단체관람#도심여행#문화시설#미술관#사비나미술관,,,1.0,,,
703,정동극장,중구,#가족여행#데이트코스#도심여행#문화시설#아이와함께#연인과함께,,,2.0,,,
241,서울 암사동 유적,강동구,#가족여행#관광지#교과서속여행#당일치기여행#서울근교여행#서울암사동유적,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d4095486-Reviews-Ahmsadong_Seonsa_Joogeoji-Seoul.html
454,"서울 의릉(경종,선의왕후) [유네스코 세계문화유산]",성북구,#관광지#교과서속여행#도심여행#서울의릉#아이와함께#역사#역사공부,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d3805589-Reviews-Uireung-Seoul.html
738,서대문자연사박물관,서대문구,#가족여행#단체관람#문화시설#박물관#서대문자연사박물관#아이와함께,,,2.0,,,
3,국립민속박물관&국립민속박물관 어린이박물관,종로구,#관광지,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d324890-Reviews-National_Folk_Museum_of_Korea-Seoul.html
712,국립현대미술관(서울관),종로구,#국립현대미술관서울관#기념품판매#문화공간#문화시설#문화예술활동,,,2.0,,,
700,국립현대미술관(덕수궁관),중구,#국립현대미술관#덕수궁관#데이트코스#문화시설#미술관#수도권#실내여행지,,,2.0,,,
699,국제갤러리,종로구,#국제갤러리#나들이#데이트코스#문화시설#미술관#수도권#실내여행지,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d4798567-Reviews-Kukje_Gallery-Seoul.html
234,용마폭포공원,중랑구,#걷기길#관광지#나들이#산책길#산책하기#산책하기좋은곳#수도권,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d15106595-Reviews-Yongma_Pokpo_Gongwon-Seoul.html
233,종묘광장공원,종로구,#가족여행#걷기여행#관광지#나들이#당일치기여행#봄나들이#사계절,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d14135425-Reviews-Jongmyo_Square_Park-Seoul.html
1360,서울풍물시장,동대문구,#가족여행#나들이#나홀로여행#데이트코스#서울풍물시장#쇼핑#수도권,,,4.0,,,
1414,이태원 쇼핑거리,용산구,#쇼핑,,,4.0,,,
1503,이태원시장,용산구,#가족여행#사계절#쇼핑#수도권#시장맛집#아이와함께#이태원시장,,,4.0,,,
691,이태원 관광특구,용산구,#19_20한국관광100선#관광지#다문화#데이트장소추천#도심여행#문화행사,,,1.0,,,
948,경기여고 경운박물관(서울),강남구,#문화시설#복합문화공간#산청세계전통의약엑스포#아이와함께#역사공부,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d4095620-Reviews-Kyungwoon_Museum-Seoul.html
206,중명전,중구,#가족여행#관광지#교과서속여행#근대문화유산#도심여행#상설전시,,,1.0,,,
237,대학로,종로구,#가족여행#관광지#나홀로여행#당일치기여행#대학로#데이트코스#도심여행,,,1.0,,,
881,극단 대학로극장,종로구,#극장#대학로#대학로극장#데이트#문화공간#문화시설#복합문화공간,,,2.0,,,
78,남산 케이블카,중구,#경치좋은곳#관광지#남산서울타워#남산케이블카#데이트코스#등산,,,1.0,,,
583,마리오아울렛,금천구,#관광지#마리오아울렛#쇼핑#수도권#연인과함께#친구와함께,,,1.0,,,
27,서울 경교장,종로구,#건축물#건축사#건축여행#관광지#교과서속여행#근대건축#근대건축물,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d12134415-Reviews-Gyeonggyojang-Seoul.html
535,한전아트센터 갤러리,서초구,#관광지#데이트코스#문화시설#미술관#수도권#아이와함께#예술#전시관,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d19093526-Reviews-KEPCO_Art_Center-Seoul.html
567,한전아트센터 공연장,서초구,#가족여행#관광지#단체관람#문화시설#아이와함께#연인과함께#예술,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d19093526-Reviews-KEPCO_Art_Center-Seoul.html
467,양재동 화훼공판장 (꽃문화체험관),서초구,#관광지#산업관광#산업관광지#수도권#아이와함께#양재동화훼공판장,,,1.0,,,
349,대각사,종로구,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d7892126-Reviews-Daegaksa_Temple-Seoul.html
323,오휘스파논현,강남구,#관광지#부모님과함께#뷰티&스파#뷰티투어#스킨케어#스파#연인과함께,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d12711649-Reviews-Ohui_Spa_Nonhyeon-Seoul.html
1303,에덴도자기,용산구,#쇼핑,,,4.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d11909619-Reviews-Eden_Pottery-Seoul.html
768,케이스타일허브(K-Style Hub),중구,#VR체험#가족여행#관광안내#먹거리#문화시설#문화콘텐츠산업#수도권,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d15693012-Reviews-K_Style_Hub-Seoul.html
1,최순우 옛집,성북구,#관광지#근대한옥#기념관#아이와함께#역사#역사문화재#역사속#역사속으로,,,1.0,,,
441,숭례문,중구,#관광지#교과서속여행#수도권#숭례문#아이와함께#역사#역사유적지,,,1.0,,,
163,서울로 7017,중구,#19_20한국관광100선#걷기길#관광지#나홀로여행#데이트코스#도심여행,,,1.0,,,
1240,남구로시장,구로구,#가족과함께#남녀노소#먹거리#먹거리여행#먹거리투어#문화공간#복합문화공간,,,4.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d10686449-Reviews-Namguro_Market-Seoul.html
422,종묘 [유네스코 세계문화유산],종로구,#가족여행#관광지#교과서속여행#당일치기여행#서울근교여행#아이와함께,,,1.0,,,
136,노들섬,용산구,#관광지,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d19366663-Reviews-Nodeul_Island-Seoul.html
330,보문사(서울),성북구,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,,,1.0,,,
1466,풍월당,강남구,#쇼핑,,,4.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d12698344-Reviews-Pungwoldang-Seoul.html
874,한국문화의집,강남구,#문화시설#아이와함께#전통&역사문화체험#체험학습#친구와함께#한국문화의집,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d7892439-Reviews-Korea_Culture_House_KOUS-Seoul.html
204,불국사,강남구,#관광지#불교#불교문화#불국사#사찰#사찰여행#수도권#역사#역사속,,,1.0,,,
156,서울 애니메이션센터,중구,#관광지#도심여행#복합문화공간#서울애니메이션센터#수도권#아이와함께,,,1.0,,,
36,경희궁 흥화문,종로구,#19_20한국관광100선#가족여행#경희궁흥화문#고궁#관광지#교과서속여행,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d3808276-Reviews-Hyehwamun_Gate_Honghwamun-Seoul.html
707,대한민국역사박물관,종로구,#교과서속여행#대한민국역사박물관#문화시설#미세먼지_피하는_실내여행,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d3957040-Reviews-National_Museum_of_Korean_Contemporary_History-Seoul.html
757,전쟁기념관,용산구,#가족여행#교과서속여행#도심여행#문화시설#미세먼지_피하는_실내여행,,,2.0,,,
709,국립고궁박물관,종로구,#교과서속여행#국립고궁박물관#나들이#문화시설#박물관#실내여행지,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d1836198-Reviews-National_Palace_Museum_of_Korea-Seoul.html
224,양재 시민의숲,서초구,#걷기길#관광지#나들이#도심여행#산책길#산책하기#산책하기좋은곳,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d7028430-Reviews-Yangjae_Citizens_Park-Seoul.html
809,배재학당역사박물관,중구,#교육여행#문화시설#배재학당역사박물관#아이와 함께#역사교육#체험학습,,,2.0,,,
245,대한성공회 서울주교좌성당,중구,#가족여행#관광지#대한성공회서울주교좌성당#성당#수도권#역사공부,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d7891946-Reviews-Seoul_Anglican_Cathedral-Seoul.html
591,덕수궁 돌담길,중구,#걷기길#걷기여행#걷기좋은곳#고궁#관광지#덕수궁돌담길#데이트장소추천,,,1.0,,,
2,덕수궁,중구,#15_16한국관광100선#17_18한국관광100선#19_20한국관광100선#가족여행,,,1.0,,,
491,도봉산,도봉구,#가족여행#관광지#당일치기여행#도봉산#등산#등산로#사계절#서울근교여행,,,1.0,,,
418,북한산국립공원(서울),은평구,#관광지#북한산#북한산국립공원#생태#생태관광#생태관광지#서울권,,,1.0,,,
492,북한산국립공원(도봉 지구),강북구,#관광지#자연,,,1.0,,,
499,북한산국립공원,성북구,#걷기길#관광지#봄꽃여행#북한산#북한산국립공원#북한산성#생태관광,,,1.0,,,
218,서울 선릉(성종과 정현왕후)과 정릉(중종) [유네스코 세계문화유산],강남구,#가족여행#관광지#교과서속여행#서울선릉과정릉#아이와함께#역사,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d1675961-Reviews-Seolleung_Jeongneung_Royal_Tomb-Seoul.html
0,봉은사(서울),강남구,#가족여행#관광지#교과서속여행#당일치기여행#봉은사(서울)#사찰&산사,,,1.0,,,
107,와룡공원,종로구,#가족들과 함께#관광지#나들이코스#도시자연공원#와룡공원#종로구,,,1.0,,,
242,홍릉수목원,동대문구,#가족여행#관광지#꽃여행#당일치기여행#데이트코스#봄꽃여행#서울근교여행,,,1.0,,,
103,길상사(서울),성북구,#관광지#길상사(서울)#불교#불교문화#사찰#사찰여행#산사#수도권,,,1.0,,,
964,호림아트센터(호림박물관 신사분관),강남구,#나홀로여행#남녀노소#문화공간#문화시설#문화예술#문화예술공간,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d7272329-Reviews-Horim_Museum_Sinsa-Seoul.html
406,몽마르뜨공원,서초구,#가족과함께#공원#관광지#몽마르뜨공원#산책#산책길#산책하기#산책하기좋은곳,,,1.0,,,
222,장충단공원,중구,#가족여행#걷기여행#관광지#나들이#당일치기여행#사계절#서울근교여행,,,1.0,,,
1434,롯데피트인,중구,#쇼핑,,,4.0,,,
194,훈련원공원,중구,#관광지#산책길#산책하기#산책하기좋은곳#역사공부#역사관광지#역사속,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d18185581-Reviews-Seoul.html
799,한양도성박물관,종로구,#기념관#문화시설#박물관#수도권#아이와함께#여름방학가볼만한곳,,,2.0,,,
606,흥인지문,종로구,#가족여행#관광지#교과서속여행#당일치기여행#서울근교여행#아이와함께,,,1.0,,,
1275,굿모닝시티,중구,#쇼핑,,,4.0,,,
457,서대문독립공원,서대문구,#걷기길#관광지#교과서속여행#서대문독립공원#수도권#아이와함께,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d8019604-Reviews-Seodaemun_Independence_Park-Seoul.html
1254,두산타워 (doota),중구,#쇼핑,,,4.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d9582584-Reviews-Doota-Seoul.html
220,사육신공원,동작구,#가족여행#관광지#교과서속여행#당일치기여행#사육신공원#산책코스,,,1.0,,,
1256,롯데백화점 (에비뉴엘),중구,#쇼핑,,,4.0,,,
593,롯데월드 민속박물관,송파구,#관광지#나들이#놀이동산&테마파크#데이트코스#롯데월드#롯데월드민속박물관,,,1.0,,,
597,롯데월드타워&롯데월드몰,송파구,#관광지#데이트코스#도심여행#롯데월드타워&롯데월드몰#문화행사,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d8842556-Reviews-Lotte_World_Tower_Mall-Seoul.html
168,광진교 8번가,강동구,#관광지#광진교8번가#데이트코스#사계절#상설공연#실내여행지#연인과함께,,,1.0,,,
235,마로니에공원,종로구,#가족여행#걷기여행#관광지#나들이#당일치기여행#데이트코스#마로니에공원,,,1.0,,,
403,마포대교 야경,마포구,#걷기#관광지#데이트코스#도심여행#드라이브여행#마포대교#마포대교야경,,,1.0,,,
1314,때때롯살롱,종로구,#때때롯살롱#생활한복#서울가볼만한곳#서울핫플#쇼핑#익선동#한복,,,4.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d17412114-Reviews-Teterot_Salon-Seoul.html
105,쌈지길,종로구,#관광지#남녀노소#데이트장소추천#복합문화공간#쇼핑#쇼핑거리#수도권,,,1.0,,,
537,박을복자수박물관,강북구,#관광지#교과서속여행#문화시설#박물관#박을복자수박물관#수도권,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d4095605-Reviews-Park_Eul_Bok_Embroidery_Museum-Seoul.html
283,오미요리연구소,동대문구,#관광지#체험,,,1.0,,,
1362,동대문 종합시장·동대문 쇼핑타운,종로구,#쇼핑,,,4.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d1478599-Reviews-Dongdaemun_Shopping_Complex-Seoul.html
713,환기미술관,종로구,#문화공간#문화시설#문화예술#복합문화공간#열린문화공간#예술품,,,2.0,,,
1380,롯데면세점 (본점),중구,#쇼핑,,,4.0,,,
580,밀리오레 (명동점),중구,#관광지#명동밀리오레#복합쇼핑몰#쇼핑#수도권,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d1992546-Reviews-Myeongdong_Migliore-Seoul.html
1167,"목동운동장(목동아이스링크,사격장)",양천구,#남녀노소#레포츠#사격장#스케이트장#실내운동#실내체육관,,,3.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d8693250-Reviews-Mokdong_Stadium-Seoul.html
368,서울 몽촌토성,송파구,#관광지#교과서속여행#몽촌토성#박물관#수도권#아이와함께#역사,,,1.0,,,
345,서울어린이대공원,광진구,#가족여행#걷기여행#관광지#나들이#놀이동산&테마파크#당일치기여행,,,1.0,,,
296,다이나믹 메이즈 (서울 인사동점),종로구,#관광지#다이나믹메이즈#도심여행#레포츠체험#복합문화공간#수도권,,,1.0,,,
265,동대문 문구완구거리,종로구,#관광지#남녀노소#동대문구#동대문문구완구거리#문구거리#문구완구,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d6592032-Reviews-Dongdaemun_Stationery_Store_Street-Seoul.html
221,도산공원,강남구,#가족여행#걷기여행#관광지#나들이#당일치기여행#도산공원#사계절,,,1.0,,,
808,아라리오뮤지엄 인 스페이스,종로구,#문화공간#문화시설#문화예술#문화예술공간#미술품#복합문화공간,,,2.0,,,
849,세종문화회관,종로구,#가족여행#공연장#나들이#데이트코스#문화시설#세종문화회관#수도권,,,2.0,,,
976,블루스퀘어,용산구,#데이트코스#문화시설#문화행사#블루스퀘어#사계절#상설공연#수도권,,,2.0,,,
816,충무아트센터,중구,#문화시설#수도권#아이와함께#연인과함께#예술#음악회#전시관#충무아트센터,,,2.0,,,
635,성곡미술관,종로구,#관광지#도심여행#문화시설#미술관#사계절#성곡미술관#실내여행지,,,1.0,,,
777,서울시립미술관(서소문본관),중구,#데이트코스#문화시설#미세먼지_피하는_실내여행#미술관#서소문본관,,,2.0,,,
814,가회민화박물관,종로구,#가족여행#문화시설#박물관#서울시#아이와함께#전통문화#종로구,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d3805568-Reviews-Gahoe_Museum-Seoul.html
929,한국종합무역센터(코엑스),강남구,#가족여행#데이트코스#도심여행#먹거리#문화시설#복합문화공간#수도권,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d1418675-Reviews-COEX_Center-Seoul.html
767,삼성미술관 리움,용산구,#가족여행#단체관람#당일치기여행#문화시설#미세먼지_피하는_실내여행,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d598499-Reviews-Leeum_Samsung_Museum_of_Art-Seoul.html
631,초전섬유ㆍ퀼트박물관,중구,#관광지#문화시설,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d3805398-Reviews-Chojun_Textile_Quilt_Art_Museum-Seoul.html
1180,파라다이스 카지노 워커힐,광진구,#광진구#레포츠#이색체험#파라다이스카지노,,,3.0,,,
236,한강시민공원 망원지구(망원한강공원),마포구,#걷기길#관광지#나들이#도심여행#망원한강공원#산책길#산책하기,,,1.0,,,
1138,망원한강공원,마포구,#레포츠#마포구#망원한강공원#수상스키#수영장#윈드서핑,,,3.0,,,
225,청계천,중구,#가족여행#관광지#나들이#데이트코스#드라이브여행#산책길#산책하기,,,1.0,,,
556,청계천 버들습지,동대문구,#관광지#나들이#당일치기여행#도심여행#숲#자연#자연좋은곳#청계천버들습지,,,1.0,,,
1485,방학동 도깨비시장,도봉구,#가족여행#방학동도깨비시장#사계절#쇼핑#수도권#시장맛집#아이와함께,,,4.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d7892033-Reviews-Banghakdong_Goblin_Market-Seoul.html
581,신라아이파크면세점,용산구,#관광지#쇼핑,,,1.0,,,
1354,신라면세점(서울점),중구,#쇼핑,,,4.0,,,
65,보신각 터,종로구,#가족여행#관광지#교과서속여행#당일치기여행#보신각터#서울근교여행,,,1.0,,,
1367,커먼그라운드,광진구,#쇼핑,,,4.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d9796664-Reviews-Common_Ground-Seoul.html
295,아띠인력거,종로구,#관광지#서울가볼만한곳#서울놀기#서울여행코스#서울핫플#연인과함께,,,1.0,,,
281,서울식물원,강서구,#가족과함께#관광지#미세먼지_피하는_실내여행#식물원#아이와함께,,,1.0,,,
804,북촌문화센터,종로구,#가족여행#문화시설#북촌문화센터#서울여행,,,2.0,,,
810,동림매듭박물관,종로구,#가족체험#공예#문화시설#박물관#수공예#아이와함께#연인과함께,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d3805440-Reviews-Dong_Lim_Knot_Museum-Seoul.html
1187,북한산 자락길,성북구,#레포츠#산림욕#산책코스#아이와함께#트레킹,,,3.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d16821676-Reviews-Bukhansan_Dullegil-Seoul.html
1202,[북한산 둘레길] 6 평창마을길,종로구,#경치좋은곳#도심여행#둘레길#레포츠#북한산둘레길#산책로#역사문화체험,,,3.0,,,
1228,[북한산 둘레길] 9 마실길,은평구,#등산#등산객#레포츠#산림욕#산책로#산책코스#산책하기좋은곳#자연환경,,,3.0,,,
364,연화사(서울),동대문구,#관광지#불교#불교문화#사찰#사찰여행#역사#자연속으로#자연환경,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d19453158-Reviews-Yeonhwasa-Seoul.html
