,u_id,title,review,u_rate,place_name,p_id
101,sooryun,도심 속에서 쉼이 필요할 때,봉은사 안에 신발벗고 휴식하는 곳(이름은 정확하지 않다)에서 침묵하고 있다보면 복잡했던 마음이 가라앉고 떠날때는 이름모를 뿌듯함으로 채워져 귀가하게 된다. 절에 전혀 관심없었는데 외국인 친구가 너무 좋아해 몇번씩 갔다기에 호기심에 따라갔었다. 이제는 다른 외국인 친구에게도 권하게 될 것 같은 곳이다.,4,봉은사,0
102,유이717,도심안의 사찰,빌딩숲안의 사찰.. 주말에는 다양한 행사도 많고 신도들도 많음. 코엑스 내에 사람이 많을때 코엑스에 왔다가 한번 들릴만한...,2,봉은사,0
103,DREAMING_dream,도심 대표사찰,일부러 찾아가도 되고 쇼핑 후에 지친 발걸음 쉬기에도 좋습니다. 하지만 항상 신도가 많은 편이어서 산사의 고즈넉함은 느끼기 힘듭니다.,5,봉은사,0
104,wonjo,강남에 자리한 대표적한 전통사찰,봉은사는 강남의 중심에 자리한 역사적인 사찰이다 삼성동 코엑스와 가까워 전시나 쇼핑을 하고나서 쉬거나 구경할 수 있는 곳이다 사찰내에는 추사가 말년에 쓴 판전 현판이 유명하고 옛모습을 유지하기에는 규모를 키워놓아 단아함은 없어져 아쉬운 절이다 주차공간은 넓으나 워낙 신도가 많은 곳이라 여유롭지는 않다,4,봉은사,0
105,lulu0257,도심속 사찰방문,코엑스역 근처에 있는 큰 사찰입니다. 서울 도심 한복판에 이렇게 큰 사찰이 있다는게 놀라운데요 도심속 사찰을 방문해보시는게 어떨까요? 색다른 경험이 될듯합니다.,5,봉은사,0
106,진규 이,과거와 현대가 공존하는 절,사람들은 봉은사를 절이 있을 자리가 아닌 곳에 위치했다고 한다. 하지만 봉은사는 삼성동의 주인이나 다름없다. 지금은 주인 행세를 하고 있는 수많은 고층 건물들이 들어서기 전 삼성동이 진흙 황토 밭일 때도 봉은사는 지금의 그 자리를 지키고 있었다. 산 속의 사찰들과 같은 고즈넉함이나 은둔의 세월을 견딘 흔적이 주는 도피처로서의 편안함은 사실 그리 많이 느낄 수 없는 곳이라 아쉬움이 있다. 고적 사찰의 겉모양을 한 각 사의 법당에는 현대화 된 불교의 느낌을 잘 살려 곳곳에 배치한.. 요즘의 불자들을,3,봉은사,0
107,HyeonnyKim,코엑스 옆에 있는 절,70년대 강남이 개발되기 전 코엑스 주변 부지가 논밭이였을때 한전부지 포함 꽤 넓은 곳이 봉은사의 땅이였다. 어쨌든 도시화가 진행되고 도심속 콕 박힌 모습이 되었는데 그래도 뒷 산길따라 가볍게 한바퀴 돌수도 있고 은근히 볼거리도 많아서 나름 매력적인 곳이다.,4,봉은사,0
108,호밀빵,도심부의 절,코엑스 근처에 있는 도심에 있는 절. 삐까뻔쩍한 건물들 사이에 경건한 절이 있어 사뭇 느낌이 다르다. 주변 도로들이 넓고 트여있는 편이어서 봉은사를 비롯해 그 근처까지 산책하기에 좋다.,4,봉은사,0
109,여행가자구요,삼성동 코엑스 살짝 위에 있는 봉은사,서울 도심에 있는 절입니다. 봉은사라고..바로 옆에는 웨딩홀도 있습니다. 수능 전날 가면 수많은 학부모들이 절하는 신기한 모습을 볼 수 있습니다.,4,봉은사,0
110,바람과함께살빠지다,사람이 많아요,도심 속에 있어서 그런지 사람도 되게 많고 절 같은 분위기 보다는 관광지의 느낌이 더 강해요.. 하지만 안쪽에 있는 예쁜 꽃나무랑 사진도 많이 찍고 향도 사서 꽂아보고 즐거웠어용~,4,봉은사,0
111,ㄱㅎㄱㅎ,구경만 하면 딱 좋음,그냥 절이란 게 어떻게 생겼나 구경하고 사진 찍고 나오면 딱 좋은 곳. 알면 알 수록 종교시설이라기 보다는 흔한 사업장 같음. 한국 종교들이 다 그렇지만... 가족 일 때문에 갔지만 이제 가고 싶지 않음.,1,봉은사,0
112,bjh3676,강남의 한복판에 위치한 절,"조선시대에는 이 지역이 경기도 광주군에 속해있었고, 농촌에 불과했던 곳에 들어섰던 봉은사는 이제는 강남 한복판에 위치한 멋진 절이 되었습니다. 빌딩 숲에 자리잡은 사찰에 있으면, 과거와 현대의 조화가 어떤 것인지를 느낄 수 있습니다. 교통편도 매우 편리하여, 9호선 봉은사역에서 도보로 갈 수 있습니다.",4,봉은사,0
113,406대현김,강남의 랜드 마크,이 템플은 정말 생각할수 없는 곳에 위치하여 있다. 주변은 강남 삼성역을 기준으로 IHG계열 호텔 2개와 코엑스 현대 백화점 등 멋지고 거대한 빌딩 집단을 이루지만.. 이 곳 만큼은 정말 어울리지 않게 고즈넉하고 평화로운 곳이다. 물론 신도들의 시주(?)로 예전에 없던 건물들이 리노베이트 하지만.. 정문에서 대웅전까지 이어지는 흙길을 밟으며 느끼는 고즈넉함과 1000년 사찰이 주는 운치는.. 과연 여기가 강남 한복판이 맞을까 라는 생각까지 주게 한다.,5,봉은사,0
114,DS Kang,도심에서 불교를 경험할 수 있는 곳,"불교를 종교로 하고 있지 않더라도 가까운 곳에 회사가 위치하고 있다고 산책을 할 수 있는 공간으로도 훌륭하며, 큰 불교 관련 행사가 있을때는 도심 가장 큰 사찰답게 다양한 프로그램이 마련되어 있습니다.",4,봉은사,0
115,kelly7778,시내에서 편하게 갈수있는 절,근처 결혼식이 있어서 갔었는데 지하철역도 가깝고 주차장도 넓어서 부담없이 갈수 있는곳입니다. 5월 부처님오신날에 등구경하러 꼭 가보세요.,4,봉은사,0
116,Jiyoon Y,생각정리할때 들르는 곳♥,조용히 혼자서 생각할게 있을때 가끔 들르는곳! 생각이 정리가 안될때 그냥 이어폰꽂고 거닐면서 하늘도 보고 꽃도보고 하면 조금씩 머리가 맑아지고 정리가 되는 기분이 들지요^^,5,봉은사,0
117,kmk810129,도심안의 절,서울 도심중심부에 이런 절이 있을까라 생각 못했어요 조용하고 풍경도 멋져 진짜 좋았습니다 너무 조용해서 평온함이 느껴져요,4,봉은사,0
118,Heui Ho K,삼성동에 위치한 봉은사,삼성동 갈 때면 산책삼아 봉은사를 들리곤한다. 사찰의 고즈넉함은 없지만 봄이 올 때쯤 방문하면 좋은 곳이다. 지인과 차분히 차 한잔하기도 좋다.,3,봉은사,0
119,H849PQ_,서울의 도심에 위치,서울의 도심에 위치에 있는 봉은사! 불교신자는 아니지만 코엑스나 현백 갈 때 가끔 들려 한 바퀴 돌곤 한다. 봉은사역도 있고 도심에 있으니 접근성은 말할 필요도 없이 좋다:),4,봉은사,0
120,everlsk,서울의 대표 사찰,"조계사와 더불어 서울의 대표 사찰이며, 강남 코엑스 옆에 위치해 있습니다. 9호선 개통으로 더욱 편리하게 다녀올 수 있습니다.",5,봉은사,0
121,시간은흐르고,종소리가 좋습니다.,근처 호텔에서 묵다가 종소리가 나서 방문했습니다. 도심속에 운치있고 기분 전환이 될 정도로 경관이 좋았습니다. 잘 관리 되고 있는것을 느꼈습니다,4,봉은사,0
122,seoulyoung,삼성동 봉은사,봉은사는 조선 시대부터 내려오는 고찰입니다. 강남 한복판에 이런 사찰이 그대로 보존되어 있어 빌딩숲에서 잠시나마 생각하며 쉴 수 있는 것 같습니다. 불교 신자 아니더라도 한 번 들러보시기 바랍니다.,4,봉은사,0
123,TripMember120920162,절이라고 하기도 민망하네요,강남 한가운데 코엑스 바로 옆에 위치한 절. 절 특유의 한가로움이나 정갈함이 없이 복닥복닥합니다. 뭐가 화려함만 추구하려는 것 같아 안타깝네요,1,봉은사,0
124,staycalm2015,도심 사찰,매년 석가탄신일 즈음해서 가는데요. 불자가 아니더라도 좋은것 같아요. 석탄일 즈음엔 여러 등들도 켜지고 뭐..,4,봉은사,0
125,mkla1004,서울 한 가운데 사찰,서울 중심의 제대로 된 사찰을 구경하고 싶으시다면 한번 들러주세요 . 신분당선 선정릉역과 바로 연결되어 교통도 편리합니다.,4,봉은사,0
126,JJILONG,마음이 시끄러울 때..,"강남 한복판에 이런 곳이 있구나 싶고, 사람도 제법 많아 조용한 사찰은 아니지만 앉아있다보면 시끄럽던 마음이 조용해집니다. 역사도 깊고 규모도 큰 사찰이라 꼭 불교신자가 아니라도 한번 조용하게 거닐어보길 추천합니다. 봉은사역이 생기면서 예전보다 가기 훨씬 편해졌어요. 부담없이 한번 슝 들러보기 좋은 곳입니다.",5,봉은사,0
127,lee r,도심에서 느낄 수 있는 한국 불교 문화,"외국인 친구들이 강남에만 방문 할 경우에는 이곳을 추가로 추천해줍니다. 도심에 있는 절로서 한국의 불교 문화를 느낄 수 있죠. 대중교통으로 접근성이 나쁘지않고, 연등회의 경우 종로는 조계사 강남부근은 봉은사를 중심으로 진행합니다. 추천드립니다!^^",4,봉은사,0
128,jasonlee161,강남 한복판에서 느끼는 불교 사찰,봉은사는 강남에서 가장 큰 불교 사찰입니다. 바로 옆에는 코엑스와 인터컨티넨탈 호텔 반디앤루니스같은 서점이 있고 최근에는 지하철 9호선 봉은사역이 생기면서 접근성이 매우 좋습니다. 맛집도 많고 볼거리도 많은 강남에서 잠시 쉬기 좋습니다.,4,봉은사,0
129,귀티멜로디,도심속의 불교를 느낄수 있는곳,코엑스 바로 맞은편이라 교통이 정말 좋아요.코엑스에 오셨다가 살짝 한번 들러보시면 분위기를 느낄수 있어요.,5,봉은사,0
130,쩡양,강남에서 여유있는 시간을 갖기 좋은곳,특별히 불교는 아니지만 마음답답하고 속시끄러울때 자주찾는곳. 강남에서 제일 조용한곳이기도 하고 기분나쁘지 않은 향냄새가 마음을 안정시켜주는곳이다.,3,봉은사,0
131,jjbar,산책하기좋은절,일단위치가강남시내에위치하고있어서너무나좋습니다혼자서도산책라기좋구요침구랑도밥먹고커피한진들고산책하기너무나도좋습미다,4,봉은사,0
132,JayJang7604,"삼성동 봉은사, 도심속의 고찰","사실 집앞에 있으면서 한번밖에, 그것도 중학생 때 학교에서 간 적밖에 없는 봉은사입니다. 한참 아이파크를 짓고 있을때 데모를 하던 이미지와, 주지스님이 돈을 횡령해서 포르쉐를 끌고다닌다고 해서 이슈가 됬었던, 이미지가 사실 좋지 않은 절이라고 할 수 있어요. 그치만 내부는 이런 절이 강남에,, 그것도 강남의 중심인 삼성동에 있다는 게 신기할 정도로 조용하고, 정돈되있고, 차분한 느낌을 줍니다.",2,봉은사,0
133,만옥이네,삼성동에 방문하면 잠깐 들리기 좋은 곳,무조건 방문하라고 추천할 수는 없지만 서울의 중심지 절에서 느끼는 여유는 당신을 기분 좋게 만들 것이다. 삼성동에 들린다면 추천.,3,봉은사,0
134,cheeseking104,도심속의 사찰,"코엑스 맞은 편에 있는 도심속의 사찰! 조용한 곳에서 산책하고 싶을 때 가도 좋고, 크고 유명한 절이니만큼 기도하러 가기에도 좋아요. 여행객들이 방문할만 한 곳이라고 생각합니다.",5,봉은사,0
135,SONGHEE L,코엑스 근처를 방문한 외국인이라면 한번 가보세요.,"도심에 있는 절이지요. 도심 한가운데 갑자기 공원처럼 자리한 절이라서, 그 근처에 직장인들은 거의 가지 않지만, 만약 외국인이고 코엑스 근처에 가신다면 한번 쯤 가서 한국 절에 대한 느낌을 맛보시는 것도 좋을 듯요.",3,봉은사,0
136,찰리공공팔,엄마가 불교 신자라 자주 간다,"봉은사는 우선 교통이 편해서 노인들고 가기 쉽고, 내부 전경도 강남에 위치한 것에 비해서는 매우 고풍 스럽다만, 모든 제레 비용이 비싼 것이 흠, 역시 강남이다.",4,봉은사,0
137,nayepp,가을 분위기좋아요,가을이라 절 앞마당에서 국 화 축제로 한껏 분위기가 고즈넉하니 좋았어요 곳곳이 낙엽도 밟으면서 걸어보니 역시 가을이네요,3,봉은사,0
138,polonara80,봉은사,삼성동에 위치해 있으며 안에는 큰 부처상이 야외에 있습니다. 변두리로 나갈 필요 없이 언제든 방문하기 좋은 위치 입니다.,5,봉은사,0
139,2875rosa,코엑스 근처 가시면 추천합니다.,삼성동에 있는 큰 절입니다. 도심속에서 마음이 편해질수 있는 곳이지만 지나치게 커서 소외되는 느낌이예요,3,봉은사,0
140,Panbong Ha,봉은사,번화한 시내 중심인 강남 (서울에 있는 한강의 남쪽 지역)에 매우 조용한 절이 있다. 절 속에서 오솔길을 따라 천천히 걸어다닐수 있다.,4,봉은사,0
141,Shawn Lee,마음의 평화,마음이 답답하거나 소원을 빌 때 찾곤 하는 봉은사. 마음의 평화를 기대하고 찾을 때면 지난 나를 발견한다.,4,봉은사,0
142,raswis,한국의 전통과 아름다움을 동시에 느낄 수 있는 곳!,대한민국 강남! 사람많고 복잡하기로 소문난 곳이다. 이러한 강남 중심에 대한민국의 전통이 그대로 녹아있는 봉은사가 있었다. 많은 사찰을 다녀봤지만 그중 단연 으뜸인 것 같다. 앞으로 자주 찾아가야겠다!!,5,봉은사,0
143,우영스,"도심속 크고 멋진 절, 하지만 그게 전부",크고 멋진 절이긴 한데 정말 엄청 좋다는 느낌은 없었고 그냥 괜찮았다 이정도?? 당시에 무슨 행사를 해서 그나마 좀 시끌벅적 했던거 같기도 하고 그냥 잠깐 산책용이라든지 불교신자면 가볼만함.,3,봉은사,0
144,판다곰짱,서울 중심의 힐링장소,서울에서 편하게 갈수 있는 봉은사예요. 2호선 삼성역과 9호선 봉은사역 이렇게 가기 편해요. 버스도 많이 다닌답니다. 복잡하고 바쁜 서울 한 가운데에서 조용이 절의 풍경소리를 들으면 힐링 되는 곳입니다.,5,봉은사,0
145,wlswn,마음이 평화로워지는곳~,복잡한 도심을 벗어나 생각을 정리하고 싶을때 혹은 한템포 쉬어가고 싶을때 들리면 매우 좋은 곳입니다.,5,봉은사,0
146,도날드닥,강남 한가운데의 조용함...,코엑스 인터컨티넨탈 호텔 맞은편에 위치한 사찰. 이른 아침에 조용히 걸으며 생각하기에 좋은 장소. 역사학적 가치라든가 예술적 가치같은건 없어보이지만 시내 한가운데 넓은 사찰이라는 것만으로 좋음.,4,봉은사,0
147,murielpark,아름다운 사찰,"시내 한복판에 위치한 사찰이라 관광객이 넘치는 곳입니다. 그만큼 아름다운 곳이지요. 근데 주말에 새신도 강의?같은걸 들으러 갔었는데, 약간 개신교 스럽게 맹목적인 느낌을 받았습니다.",4,봉은사,0
148,yukib973,도심속에 있는 사찰,"대만이나 홍콩 처럼 향냄새로 진동하는 그런 특색있는 절은 아니지만, 깔끔하고 조용하고 무언가 종교적인 이유로 가는것은 아니지만 좋은 곳이라 추천함",4,봉은사,0
149,성복동,삼성동에 고요히 산책할 곳이 필요하다면...,"가장 번화한 삼성동 한쪽에 조용히 자리잡고 있는 절. 산책하러 가면 다른 세상에 와 있는 듯, 고요해지는 기분이다.",4,봉은사,0
150,white57a,도심속 봉은사.,"봉은사는 서울 도심속에 있는 작은 절 입니다. 코엑스에서 커피 한잔 사 들고 걸어 들어가면, 혼잡한 도심속에서 고요함을 즐길 수 있습니다. 부담없이 찾기에 참 좋습니다.",4,봉은사,0
151,Danny_S_starrr,산책 데이트코스로 제격,"늦은시간까지 개방되며, 강남지역에서 식사후 산책삼아 내부를 둘러보면 정말 좋은것 같습니다. 야간 조명이나, 조경들이 잘 되어 있습니다.",5,봉은사,0
152,ㅡ모모ㅡ,몇 안되는 천년 고찰..,"안쪽까지 전부 산보로 돌아 본다면 그저 관광으로 나쁘지 않은 경치...굳이 큰 기대를 하고 간다면 딱히 감동 받을 광경은 없지만, 반나절 연인과 산보하긴 좋으 사찰...점심때는 1인1천원의 점심 공양도 할 수 있지만...맛은 영~~~꽝임...지방의 중대형 사찰보다 훨씬 못한 맛과 메뉴...정말 끼니를 때운다는 감사한 마음으로 묵어야 함...근데 지방의 작은 사찰일 수록 사찰공양이 빼 놓을 수 없는 방문의 기쁨인데..많이 아쉬움....봉은사는 워낙 하루 방문객이 많으니 ....ㅠㅠ",3,봉은사,0
153,darkks12,서울 시내의 절,도심안에 있는 절이긴 하지만... 주변 경관과 어울어져 있고.. 밤에 야경도 강남과 잘 어울려요~,5,봉은사,0
154,twinviolet,접근성 좋은 절,서울 강남에 있는 매우 큰 절로 산속에 있는 절과 다르게 접근성이 좋습니다. 문화적체험으로 가볼만합니다.,4,봉은사,0
155,코코,봉은사,"삼성역 근처, 봉은사역에 위치해 있고, 아주 좋은 위치에 있습니다. 건물도 대단히 웅장하고, 종교를 떠나 한 번쯤은 산책하기에 좋은 장소인 것 같습니다.",5,봉은사,0
156,Lunar7,강남 한복판의 대형 사찰,"강남 한 복판에 자리잡은 대형 사찰입니다. 숲이 잘 조성되어 있어 공기가 좋고, 산책하기에도 좋습니다.",4,봉은사,0
157,birdy1210,부처님 오신날 봉은사 연등 구경,"부처님 오신날을 맞이하여 봉은사 연등구경을 했어요. 매년 보러 오지만 연등이 아주 멋있고 예뻐요~ 강남 한복판에 위치한 나름 큰 절입니다.(강남쪽에는 이만한 절이 없는거 같아요.) 연등구경하느라 밤에 갔지만, 낮에 가서 여기저기 구경하기도 좋은 곳입니다. 커다란 미륵보살님이 내려다 보고 있구요. 불교는 아니지만 봉은사에 가면 마음이 평온해지는 기분이 들기도 하는 좋은 곳입니다. 점심에 1000원에 절밥을 팔기도 하구요. 석가탄신일에는 무료로 국수도 제공됩니다.(줄이 무지 길어요~)",4,봉은사,0
158,동양동의별,도심속에있는 사원,강남 한복판에 있는 큰절입니다. 평소에 사람들도 많이오고 힐링이 될수있는공간입니다. 불교를 믿지않더라도 한번씩 가보는것도 좋은거같아요.,5,봉은사,0
159,toseonjeong,마음을 평온하게,우연히 석가탄신일이 다가오는 시점에 방문하게 된 봉은사. 도심 한가운데에 이런 곳이 있나 싶을 정도의 고즈넉한 절이었다. 사람이 많긴 했지만 마음에 평온을 주기에 좋았다. 봉은사에서 도심을 바라보면 이질감이 들기도 한다.,4,봉은사,0
160,Lauralee627,쉼을 통한 힐링이 필요할 때,"직장이 가까워서 가끔 산책을 갑니다. 종교는 다르지만, 서울 한복판에 고즈넉한 절이 있음이 좋아요.",5,봉은사,0
161,브루널0,삼성역 옆에 봉은사,삼성역에 영화를 보러 갔다가 시간이 남아 들른 봉은사. 절은 산속에만 있는 게 아니라 시내에도 큰 절이 있다는 것을 아이들에게 알려주었다.,3,봉은사,0
162,파인뷰,연화학교,친정엄마가 불교대학을 다니셔서 가보게되었다 따듯한 봄이어서 꽃들을보며 조용히 산책하기에 아주 좋았던 기억이 난다 부모님들과 산책 하기 좋은곳 으로 추천 하고 싶다,5,봉은사,0
163,연우맘1005,도심내의 여유로운 산책로,도심내에 위치한 절로 사찰구경도 할 수 있고 불교신자가 아니라도 절주변 산책로를 한가로이 거닐수 있어 좋습니다,4,봉은사,0
164,최쁘,도심속의 조용한 절,코엑스 바로앞이라 접근성이 좋구요 엄청 큰 불상있는데 보고나면 맘이 경건해지는 느낌 조용하고 좋습니다.,4,봉은사,0
165,마노,도심속 쉼터,서울한복판에서 고즈넉한 산사의 느낌을 찾을 수 있는 곳입니다. 5월 부처님 오신날에는 형형색색의 연등이 멋진 야경을 만들어 냅니다. 코엑스에서 도시 관광을 마치고 잠시 휴식차 들르면 어떨까요? 하루가 정갈하게 마무리되는 느낌을 받으실수 있습니다,5,봉은사,0
166,수호천,도심속에 또다른 볼거리,도심한가운데 절 이 있어서 조금 생소하긴 하지만 그래도 나름 데이트 코스 입니다. 특히 밤에 사진을 찍으면 아주 예쁘게 나와요,4,봉은사,0
167,Doogangs,강남에 있는 유일한 역사문화재,대한민국 수도인 서울 중심부 한가운데 있는 역사적인 사원이라는데 그 의의가 가장 크다고 할 수 있다.,5,봉은사,0
168,하얀나무2,서울 시내 사찰,서울 시내 안의 몇 안되는 사찰로 봉은사 자체는 별로 볼 거는 없지만 주변 코엑스 등과 연계해 여행하면 좋아요.,3,봉은사,0
169,skyseaq,봉은사 석가탄신일,"봉은사는 도심에 자리잡고 있는 사찰로 도심에서 색다른 풍경을 느낄 수 있고, 석가탄신일(부처님 오신날)에 가면 다양한 체험행사를 할 수 있어 좋아요.",5,봉은사,0
170,NiceBob,불교 체험,불교와 상관이 없는 국가에서 거래선이 온다면 데리고 갈 수 있는 곳 중에 하나입니다. 물론 상대방이 한국문화에 관심이 있어야 하겠지만요. 최근에는 이런 흐름에 맞게 기념품도 팔고 있습니다. 카페도 있고요.,4,봉은사,0
171,태균 윤,서울내의 쉼터,삼성동 코엑스 등을 방문할때 점심때 잠깐 들려 쉴수 있는 조용한 서울시내의 쉼터 절입니다.,4,봉은사,0
172,veritas4652,도심 속의 도심 아닌곳,한국의 절은 대부분 높은 산위에서나 볼 수 있지만 봉은사는 강남 한복판 삼성동에 위치하고 있어 불자들뿐만 아니라 누구나 쉽게 방문할 수 있는 곳이지요. 1200년의 역사가 있는 곳으로 그 규모가 어마어마 하답니다.,5,봉은사,0
173,리즐리,템플스테이하기에 너무 좋은곳입니다.,"우선 삼성역과 가깝구요, 나오면 바로 보입니다^^ 1박2일 템플스테이로 갔었는데 재미있는 경험이였습니다. 원래는 외국인 대상으로 영어로 진행되지만, 제가 갔을때는 한국인밖에 없어서 한국어로 진행해주셨습니다. 서울도심에서 힐링을 느끼기에 정말 좋은곳이라 생각됩니다.",5,봉은사,0
174,say0618,고요함,높은 빌딩들이 즐비한 곳에서 한적한 여유와 한가로움을 즐길 수 있는 좋은 곳입니다. 아주 좋아요,5,봉은사,0
175,Juhee K,도심 한복판에 자리잡은 힐링,"도심 한복판에 자리잡은 절이에요. 코엑스에 들렸다가 잠깐 산책삼아 갔었는데, 도심에서 힐링을 할 수 있는 곳.",5,봉은사,0
176,junfff,도심속의 절,"삼성동에 위치한 봉은사역은 코엑스 무역센터와 근접해있습니다. 웅장한 빌딩숲, 도시속에 위치한 절로서 동서양의 만남이 신선한 느낌을 선사해줍니다.",3,봉은사,0
177,비조아아,도심 속의 큰 절.,"도심 속에 있는 큰 절. 점심 먹고 한 바퀴 돌면 약간의 땀도 나고, 풍경소리나 불경 소리도 듣기 좋다. 명진 스님이 떠난 후, 조계종 직영 사찰이 된 후부터는 많은 것들이 비공개가 되고, 뭔가 구린 냄새가 자꾸 나는 게, 정신 건강에는 좋지 않다.",3,봉은사,0
178,승훈 이,도심속에서 느끼는 여유,도심속에서 사찰의 향기를 느낄 수 있는 곳임. 최근 9호선 봉은사 역이 개통되어 찾아가기도 수월해짐,5,봉은사,0
179,가을 이,큰 절,"넓음, 공사중으로 보이는 곳이 있음, 외국인 관광객에게는 좋은 인상을 남길 수 있을 거 같음, 하지만 국내 관광객에게는.....",3,봉은사,0
180,감성공돌,삼성동 봉은사,시내한복판에 이런 공간이 있다는것만으로도 충분한 만족 대단한 볼거리는 없지만 기와지붕과 고층빌딩이 오버래핑되는 경관은 볼만하다.,4,봉은사,0
181,쏘쏘양,봉은사,"삼성역 코엑스 구경후 방문하기에 위치도 좋습니다. 코엑스에서 조금만 걸어가면 있고요, 봉은사역이 새로 생겨서 접근이 더 좋아졌습니다.",5,봉은사,0
182,순둥2,도심속 절!,도심 한복판에 이정도 규모의 절이 있다는 것이 신기합니다. 정말 대로위에 바로 보입니다. 주말에 가면 조용한 절의 느낌은 없어요,4,봉은사,0
183,앙드레박62,강남에 이런곳이?!,생각보다 외국인이 많아서 놀랬습니다. 강남에서 한번쯤은 가볼만한 곳이기도 하내요~ 큰 불상도 볼만함.,4,봉은사,0
184,lovechacha,도심 속 한적한 분위기를 느낄 수 있는 곳!,"도심에서 한적한 분위기를 느낄 수 있는 곳입니다. 빌딩으로 둘러 쌓인 도시안에있는 조용한 절! 도시와는 단절된 기분을 느낄 수 있고, 봉은사에 들어간 순간 시간이 갑자기 천천히 가는 듯한 기분이 느껴졌던 곳이에요.",4,봉은사,0
185,WhiskeyStone,도심속의 쉼터,"도심속에 이런 공간이 있다는 것 자체로 한번쯤 가볼만한 곳. 인근(코엑스) 편의 시설이용 후 갈 수 있으며, 템플스테이가 좋다고 정평이 나있음.",4,봉은사,0
186,Redboom10,힐링을 위한 곳!,"일상생활에 지쳐 있을 때 방문하게 된 이곳 봉은사! 정말 힐링하기에 좋은 곳 같다. 날씨도 좋았고 햇살도 너무나도 나에게 힐링을!! 길을 걷다보니 몇몇 외국사람들도 보이고, 이 곳 봉은사와 같이 외국인들에게 우리나라를 알릴 수 있는 곳이 있다는게 자랑 스러웠다! 내가 아는 외국 친구들도 한번쯤 데리고 와서 함께 즐길수 있는 이 곳 봉은사! 언젠가 또 한번 힐링을 맛보러 찾아와야 겠다!",4,봉은사,0
187,Stephanie F,아름답습니다!,남편과 제가 방문했는데 우리는 그 고요함과 아름다움에 매료되었답니다. 그 예술작품은 섬세한 아름다움을 지니고 있습니다.,5,봉은사,0
188,AshleyYuun,초파일에 가면 예뻐요,초파일이 다가올 때 밤에 방문하면 등이 예쁘게 켜져 있어서 예쁩니다. 절에 사는 고양이들도 사람을 많이 두려워하지 않아 사진도 찍고 그랬네요. 다만 밥은 맛이 너무 없어요... 너무 많은 사람이 와서 그런가...,3,봉은사,0
189,민들레_luca382,서울 도심속 차분하고 조용한곳을 찾는다면?!,"서울 도심 한복판에 이런 절이 있었나?! 싶을 정도로 도심의 한복판에 있습니다 ㅎㅎ 가끔 혼잡한 도심에 지쳤다면 들려보세요^^ 봉은사는 낮에가도 좋지만 , 저는 해질녘의 저녁무렵에가서 서울 야경을 바라보는 코스로!! 추천드립니다.^^",4,봉은사,0
190,goodtripgo,강남 시내에서 기분 전환하기 좋은 곳,강남 시내... 삼성동 코엑스 건너편에 있는데요.. 테헤란로에서도 가까운... 시내 한 가운데에 있는 절입니다. 불교 신자는 아니지만 들어가면 마음이 편해 집니다. 내부에 간단하게 산책할 수 있는 길이라 종종 들르곤 했어요,4,봉은사,0
191,메리박,강남 한복판에서의 고즈녁.......,강남에 드물게 남아있는 낮은 건물사이의 한가로움... 산사의 고즈녁을 느낄수 있음에 놀라웠음..... 흐믓하고 여유로움을 멀리 않가도 가까이서도 느낄수있음 망ㅁ이 혼란스러울때는 강추.,5,봉은사,0
192,Geumok,코엑스 가면 들를 만한 곳,코엑스의 복잡한 상점들속에서 시간을 보낸 후 잠시 쉴 곳을 찾는다면 바로 그 근처에 있는 이 절에 가 볼 만하다. 오래된 나무와 맑은 공기 속에서 휴식을 취할 수 있고 때마침 석가모니 탄신일이나 기타 행사가 있는 시절이라면 전통적인 사찰문화를 체험해볼 수도 있다.,4,봉은사,0
193,doordono,도심의 절,특히 저녁 예불이 좋아요 6시부터 타종과 함께 시작되는 저녁예불은 북도 치고 여러 볼거리가 있습니다. 조경도 넘 잘해놓았어요,4,봉은사,0
194,kevin_kim340,한국의 전통이 있는 절,도심안에서 이런 훌륭한 사찰이 있는지 몰랐다. 너무 좋았고 도심속의 쉴공간이였다. 스트레스 해소에 큰 도움이 되었다.,5,봉은사,0
195,승짱,도심속의 오아시스 봉은사,"35년 가까이 서울 경기 지역에 살면서 처음으로 방문한 봉은사. 도심속에 그것도 큰 빌딩들이 다 모여 있는 강남 한복판에 이렇게 멋진 사원이 있다니. 답답한 마음에 초조하고 조급한 요즈음. 멀지 않은 곳에서 잠시나마 평온을 맛 볼 수 있었다. 주위에 호텔들도 많으니 외국인에게도 좋은 경험이 될 수 있고, 한국을 알릴 수 있는 기회가 될 것 같은데~ 조금더 많은 홍보로 아름다운 봉은사를 외국인에게도 알릴 수 있었으면 좋겠네~~",5,봉은사,0
196,mikan_traveler,COEX 바로 눈앞. 대불,"COEX에서 쇼핑 도중, 외부 공기를 마시고자 잠시 들러 보았습니다. 소위 관광명소! 라는 곳은 아닙니다만, 대불도 볼 수 있고, 건물의 깨끗한 모양 등 볼만한 것은 충분히 있습니다. 일본어 소책자 같은 것도 있었습니다. 강남 지역은 고층 빌딩이 늘어서 있습니다만, 그 안에 세워져 있기 때문에, 사찰과 고층 빌딩의 격차가 볼만한 것일지도 모르겠네요.",3,봉은사,0
