,u_id,title,review,u_rate,place_name,p_id
95,파도피아노,산책 및 운동에 최적화된 공원!,"올림픽 공원은 서울의 공원들 중에서도 매우 넓은 곳에 속하며 탁트인 시야와 잔디밭, 그리고 각종 조형물 등을 관람할 수 있는 곳입니다. 가족 단위의 산책이나 피크닉 등을 즐기시기에 적합하며 운동을 하시기에도 매우 좋은 곳이라 추천합니다.",4,올림픽공원,12
96,HAPPINESSWISHER,88서울올림픽을 되새기며 산책할 수 있는 곳,1988년 서울에서 처음 열린 올림픽 경기 때 우리 국민들이 열광했던 그 아름답고 즐거웠던 추억을 되새기며 잘 조성된 산책로를 따라 가족이나 친구들과 함께 걷다보면 어느새 편안해짐을 느끼게 됩니다.,5,올림픽공원,12
97,메이링,탁 트인 공간은 좋지만...,넓고 탁 트인 공간이라서 좋지만 한여름이나 행사가 없을 떄 가기에는 다소 아쉬운 점이 있을 수도. 인근에 산다면 산책하기 좋은 곳.,3,올림픽공원,12
98,아롱이집사,올림픽공원,올림픽을 기념해서 만들었다. 그래서 그런지 올림픽 기념물이 많다. 또한 공원에 녹지가 많아서 많은 사람들이 쉬기 좋다. 5월에 장미공원등해서 구경거기리가 많다. 하지만 밤에는 너무 사람이 한적해서 내부 깊게 들어가기를 권하지 않는다.,5,올림픽공원,12
99,사자비,넓디 넓은 공원,가족나들이로 적당하다. 일단 공원이 매우 넓고 이용하는 사람이 많아서 주차하기가 어렵다. 주변에 카페나 맛집들도 상당수 있다. 공연도 많이 하고 전시회도 많고 운동시설도 다양하게 갖춰져있는 만능공원.,3,올림픽공원,12
100,hyunjooy2014,우리나라의 최고의 공원,우리나라의 최고의 공원 같아요. 모든 연력대가 즐길수 있는 곳이예요. 각종 행사도 많고 곳곳이 아름다워요.,5,올림픽공원,12
101,haruleo,여유롭고 편안한 공간,"이것저것 다 갖춰진 공원입니다. 돗자리 하나 챙겨 몸만 와도 편하게 쉬다 갈 수 있구요. 한바퀴 다 둘러보는데 40분~1시간 정도는 걸릴 정도로 규모가 큽니다. 산책로는 크게 두가지가 있는데, 바깥쪽 산책로를 따라 돌아도 되고 몽촌토성을 따라 약간 오르고 내리며 걸어도 됩니다. 가벼운 먹거리와 함께 쉬다 가면 좋구요. 한편으로 소마미술관과 한성백제박물관이 있어 같이 둘러보기 좋습니다. 또한 스포츠시설이 정말 잘 갖추어져 있는데, 올림픽공원 수영장의 경우 50미터 국제규격 수영장으로 시설이",5,올림픽공원,12
102,97097320,주말 이곳에서 여유를.,딱히 할것이 있거나 그런 장소는 아니다. 주말에는 자전거족과 산책하는 사람들이 많다. 해가 지면 언덕에 올라가 잠실송파 시내 야경을 볼 수 있으며 올림픽 공원 앞쪽으로는 각종 까페들과 나름 유명한 맛집들이 있으니 한번쯤 들려보는 것도 좋다.,5,올림픽공원,12
103,Hot6,4계절 이벤트 있는 곳,"주말 주차는 어렵습니다. 필히 대중교통을 이용하세요. 주말엔 연예인 공연등으로 사람이 많이 모여 편의점 등에서 간식거리 구하기 어려울 수 있으니 간단한 먹을거리는 준비해가세요. 치킨, 피자등은 배달됩니다.",5,올림픽공원,12
104,은경 김,넓고 편안한 휴식공간,각종 예술작품이 전시되어있고 부담없이 편안한 휴식을 취할수 있는 공간..겨울에는 부담없는 가격으로 즐길수 있는 아이스링크장까지..,4,올림픽공원,12
105,It-will_be_ok,대표적인 공원,"꽤 넓고 주말이면 가족단위로 많이들 오는 공원이에요. 낮에는 산책하는 사람들, 저녁이면 운동하는 사람들도 많고요. 안에 식당도 꽤 다양하게 많고요.",4,올림픽공원,12
106,livia941,추억이 있는 곳,공원 진~짜 넓어요. 탁 트인 잔디밭. 다른 공원과 다르게 언덕이 있어서 위에서 내려다 볼 수 있는 공간도 있고 탁 트인 공원 중앙에 유명한 나무도 있어서 그림 같고 멋졌어요. 저녁에 돋자리 깔고 누워서 하늘 보는 사람들도 많았어요,4,올림픽공원,12
107,bjh3676,엄청 넓습니다.,"8호선 몽촌토성역이나 5호선 올림픽 공원역에서 갈 수있습니다. 올림픽 공원역으로는 경기장과 가깝고, 몽촌토성역에선 공원이 가깝습니다. 공원이 매우 넓고, 공원 안에 몽촌 토성이 있어서 역사 공부도 될 듯 합니다. 사적과 공원이 잘 어우러져 있습니다.",5,올림픽공원,12
108,양선미,정말 최고의 공원,런던 하이드파크 갔을때..시민들이 자유롭게 잔디밭에서 책읽고도시락 싸서 피크닉 하는 모습을 보고 참 부러웠는데... 서울에서도 가능한 곳이 있다 바로 올림픽공원이다 집을 올림픽공원 근처로 이사하고는 거의 매주 공원 산책을 다니고 있다.. 호돌이 열차도 가끔 아이와 타고 넓은 잔디밭에 돗자리 깔고 도시락 까먹기 하면 참 좋다 자전거도 빌려주고 있으며 곳곳에 편의점이 있어 바가지 염려없이 한적함을 즐기기에 좋다 특히 평일은 정말 한가하니 관광객이라면 평일 방문을 추천한다,5,올림픽공원,12
109,sunnyje,매우 넓습니다.,"녹지도 많고, 산책하기 좋은 공원입니다. 계절마다 다른 풍경을 보여줘서 어느 계절에 찾아도 좋습니다. 공연 시설도 많고, 운동 하기도 좋습니다.",5,올림픽공원,12
110,474eunjungp,봄소풍하기 좋은 곳,"가까워서 주말에 산보삼아 아이들과 함께 나들이 가는 곳입니다. 언덕도 예쁘고 돗자리 펴고 앉을 수 있는 피크닉 공간도 따로있고 공원안에 식당도 있어 식사해결도 꼭 도시락이 아니어도 가능하고 매력만점입니다 다만 공원이 상당히 커서 한번에 전체를 구경하자면 지치실수도 있습니다 코스를 잘 짜서 너무 많이 걸어 지치지 않도록 조심! 무엇보다 누군가 만나기로 약속하셨다면 어느문에서 만나는지 알아두는건 필수입니다!! 문은 평화의문, 남2문, 동2문, 북2문 등이 사방 정 가운데고 중간중간 문이 더",4,올림픽공원,12
111,진인 이2fg5dtuk,올림픽 공원,"잠실에 있는 공원으로 산책하기에도 무척이나 좋고, 특히나 조각들이 많이 전시되어 감상하기에도 좋다.",4,올림픽공원,12
112,Kyungmin L,최고의 휴식지,많은 의자 많은 그늘 넓은 언덕 마음을 탁 터놓고 시원한 바람을 느낄 수 있는 멋진공간. 가족 연인 친구들과 함께 간단한 피크닉 및 레크리 에이션 가능,5,올림픽공원,12
113,hjk8427_,가깝게 가족 산책하기 좋아요,공원이 생각보다 꽤 커서 나들이 소풍하기에도 좋고 바로 옆에 몽촌토성이 있어서 묵어서 보기에 좋습니다.,4,올림픽공원,12
114,징징8,산책하기 좋은공원,전 결혼전 웨딩스냅찍기위해 방문했었어요~ 넓고 스팟별로 이쁜곳이 분포해있어~ 사진을 찍기도 찍히기도 좋은곳이에요~ 꽃이 많을때가면 더 좋을 것 같아요~,4,올림픽공원,12
115,miyani0613,산책하기 매~~우 넓음!,걷기인 매우매우 넓은 곳이라 자전거타고 돌아다니기 좋아보이네요~ 가끔 공연도 자주 하니 송파구 주민분들은 편리할듯...,4,올림픽공원,12
116,LOVESSU,서울시내에서 천천히 산책하기 좋은 공원,날씨좋은 날 가족들과 올림픽 공원을 찾았습니다. 바람이 살짝부는 선선한 날씨에 찾기좋은곳 같네요. 천천히 걷다보니 공원한바퀴를 도는데 2시간쫌 안걸렸던갓 같습니다. 꽃들도 예쁘게 피고 가족들과 사진찍기에 참좋을듯. 주변에 석촌호수와 롯데월드가 있어 하루나들이 코스로도 손색이없을것 같네요,5,올림픽공원,12
117,nanal78878,올림픽공원,안이 굉장히 넓어요. 공연보러 갈때 지하철역에서 특정 건물까지 걸어가는 거리가 꽤 되서 시간을 넉넉히 잡는게 좋습니다.,4,올림픽공원,12
118,밍시안,서울을 대표할만한 터줏대감 공원 (봄엔 벚꽃이 너무 예뻐요~),"봄에 꽃구경 하면 여의도보다 먼저 생각나는 올림픽공원, 안에 자전거 인라인 킥보드 조깅 하는 주민들이 상당히 많고 주민들에게 사랑 받는 장소, 특별하게 사진 찍기 멋진 포인트 장소들이 있어서 야외촬영 성장앨범 스냅등을 찍기에도 좋은 장소",5,올림픽공원,12
119,달래,오디가 자라나는 공원,공원 그 자체보다는 공연이나 경기를 보러 방문하는 곳입니다. 나무들을 보면서 쉬다가 오디가 있는 것을 발견했습니다. 장난치다가는 손이나 옷에 물들 수도 있으니 조심하세요.,3,올림픽공원,12
120,고다이바한,Take it easy,"언제나 사람들이 몰리지만 다 이유가 있는 곳이지요. 잠실 주민들이 너무나 사랑하는 곳이기도 합니다. 예전 잠실 살았을 때 종종 산책을 했었는데 먼 곳으로 이사를 갔지만 추억이 생각나거나 스트레스 받을 때 가끔 들르곤 합니다. 가족들이 같이 가서 웃으며 걷고, 자전거나 인라인도 타고 각종 스포츠를 즐길 수 있는 곳입니다. 근처 방이동 맛집들도 많으니 같이 경험해 보시면 좋을 겁니다.",4,올림픽공원,12
121,leechunkyu,가족 나들이 명소,"가족 나들이하기 참 좋은 장소 입니다. 호수,공원,공연 등등 참 한가로이 산책하기 좋아요.",5,올림픽공원,12
122,kris,점점 더 좋아지는 공원모습,"이 공원이 생긴지 30년 가까이 되어갑니다. 공원안의 나무들도 그만큼 자라고 뻗어서, 원숙한 공원의 모습을 갖추게 된 곳이라고 생각합니다. 곧 다가오는 벚꽃계절에 들려보시길 추천드립니다.",4,올림픽공원,12
123,여행은언제나즐거워,기분 좋은 공간,조깅과 자전거 인라인 등 간단한 운동이 가능하며 다양한 스포츠 활동이 가능한 공원이다. 최근에는 외식까지도 가능하여 가족과 하루 나들이 장소로 충분한 곳이다,4,올림픽공원,12
124,떼류니,좋아요~,서울 중심이랑 멀지만 한가로이 산책하기 좋습니다. 봄에 벚꽃구경하기도 여의도 만큼 멋져요~,5,올림픽공원,12
125,cheum3,야외스냅찍기 좋은 올림픽공원,여기도 야외스냅을 찍으러 갔는데 너무 예쁘게 나왔어요. 공원도 생각한것보다 훨씬 넓고 다양한 느낌이 있어서 다양한 컨셉으로도 찍을수있고 봄날에 도시락 싸들고 놀러가고싶어요,4,올림픽공원,12
126,soobok,88올림픽의 역사가 살아 숨쉬는 곳,잠실종합운동장과 더불어 88올림픽 경기가 열렸던 곳입니다. 각종 경기장과 공원시설이 잘 되어 있어서 가족이나 연인끼리 오기에 좋은 곳입니다.,4,올림픽공원,12
127,은경 장,나들이 하기 좋은 곳,"주말에 도시락싸서 산책하기 좋은 곳이에요. 나홀로 나무근처에서 셀프 웨딩으로 사진 찍는 예비 부부들도 많고, 넓어서 편한 신발 신고 가세요.",5,올림픽공원,12
128,자몽쥬스00,봄 가을에 너무 좋아요,봄에 가을에 따뜻한날 즐기기에 너무 좋아요 천천히 산책하면서 사진 찍으면 사진 찍을 곳도 많아서 자주 가게되는 곳인것 같아요,4,올림픽공원,12
129,mango1030,가족과 함께 나들이 가기 좋은곳,서울에서 가족과 함께 나들이 가기 좋은곳 중의 한곳입니다. 편의시설도 잘 갖춰져 있고 봄엔 꽃구경하기도 좋고 공원안에 놀이터며 미술관도 있고 까페도 있어서 하루종일 시간 보내기 좋아요,5,올림픽공원,12
130,PAYNEss,1988년 서울올림픽 개최 장소,"1988년 서울 올림픽이 열린 경기장이 자리잡고 있는 공원입니다. 백제시대 토성 위에 지어져 역사적으로도 의미 있는 장소입니다. 서울에서 보기드물게 큰 녹지공간을 확보하고 있어 자연속에서 휴식을 취하기도 적절한 장소입니다. 현재는 백제, 신라, 조선시대의 유적을 추가적으로 발굴하고 있습니다.",5,올림픽공원,12
131,ji sun m,산책하기 좋은 공원,"동네 근처라 자주 산책을 나갑니다. 산책하기도 좋고, 날 좋을때는 피크닉 하기에도 참 좋습니다. 갈때마다 사계절이 새로운 공원이라고 느낍니다.",5,올림픽공원,12
132,애니69,정말 공원다운 공원....서울 시내에 이런 공원이 더 많았으면,넓고 편안하고 아름다운 공원입니다. 가족들이 아이들을 뛰어 놀게 하기도 좋고 연인들이 산책하기도 좋습니다. 이런 공원이 서울 시내에 하나만 더 있었으면 좋겠습니다.,5,올림픽공원,12
133,난이언니,푸른 잔디와 함께할수있는곳,봄가을 화창한날씨에 가장 좋은곳 가족들과 산책하기도 좋고 아이들이 뛰어놀기도 좋고 연인들과 데이트 장소로도 좋다,5,올림픽공원,12
134,리나 최,"걷기도, 자전거 타기도 좋아요","공간이 넓고 한적해서 사진찍고 놀기도 좋고, 걷거나 자전거 타는것도 좋습니다. 한적한 여유로움이 있는곳",5,올림픽공원,12
135,혜원 윤,스케이트 & 계절밥상,"스케이트를 타러 조카들과 올림픽 공원으로 고. 스케이트 입장권을 가져오면, 계절밥상에서 유아1명이 공짜랍니다. 언제까지 스케이트장이 운영되는지 모르겠지만, 내년 겨울방학에도 이용할 생각입니다^^",4,올림픽공원,12
136,동글라미,산책과 휴식,자전거를 타도 좋고 걸어도 좋습니다. 평화의문에서 천천히 한바퀴 크게 걸으면 한시간 정도 걸리는데 중간중간 쉬면서 가면 금방 갑니다. 가다보면 토끼를 만나기도 합니다.,4,올림픽공원,12
137,solmarutimsd,응답하라 1988,응답하라 1988의 배경 올림픽 공원입니다. 주차가 좀 어려우니 조심하셔야 합니다. 자전거나 도보로 걷고 여행하기 좋고 서울서 넓은 초원이 있는 몇 안되는 곳입니다.,5,올림픽공원,12
138,Danny_S_starrr,도시락 + 가족나들이 참 좋습니다.,넓은 잔디밭과 산책로가 있어 간단한 나들이로 추천합니다. 봄/가을에는 공연들도 많고 사진찍을 만한 명소도 많이 있습니다.,4,올림픽공원,12
139,밍키멍멍,도심속의 휴식과 산책하기좋은 멋진공원,근처에 맛집들과 편의시설이 많아서 자주방문하게되는 올림픽공원 도심속에 넓은 공원이 있어서 좋아요 산책하거나 날씨가 좋을때는 맛있는음식을 가져가서 피크닉을 즐기기에도 좋습니다 주변 맛있는음식점들이 많아서 식사후에 산책하고 풍경을 즐기기에 참 좋아요 계절마다 매력이 넘치는 공원입니다,5,올림픽공원,12
140,죠이어,넓어요~,매우 넓은 공원이에요. 공원안에도 매점이 있지만 간단하게 먹을거 사서 가는게 좋더라구요. 공원 잘 꾸며져있어서 좋습니다.,5,올림픽공원,12
141,우리우정,무전으로도 누릴 수 있는 혜택,송파의 자랑 녹지가 우거진 곳에서 산책과 문화공연 관람 체육시설과 각종 행사에 참여할 수 있는 송파의 관광명소,5,올림픽공원,12
142,mmom661,공연보러 방문한 올림픽 공원,공연 관람을 위해 저녁무렵 도착해 공원을 오랫동안 둘러보지는 못했지만 넓고 산책하기 좋아보였어요.,4,올림픽공원,12
143,bdragon8,공연보러 갔습니다.,"공연보러 처음 가봣는데, 꽤 넓고 산책하기 좋아보였습니다. 주변에 토성도 있어서 같이 구경하면 좋을것 같습니다.",5,올림픽공원,12
144,해달별,올림픽공원 - 마슐소 보러 감!,올림픽공원에서 최현우 마슐쇼 할 때 보러갔어요ㅎ 생각보다 엄청 크더라구요! 깨끗하고! 그냥 둘러보러 가도 좋을것 같아요,5,올림픽공원,12
145,OverjoyM,"봄, 가을에 나들이 하러 가기 좋은 곳","자전거도 대여할 수 있고, 분수도 있고 나름 꽤 커요 중간에 사먹을 곳도 많고요. 또 공연장과도 가까워서 함께 즐기시면 좋습니다.",4,올림픽공원,12
146,ssh5252,봄.가을.산책하고 운동하기에 좋아요,"올림픽 공원은 조경도 잘 되어있고, 산책으로도 정말 멋지게 만든 공원이라 생각합니다. 남자친구와 인라인도 타고 겨울엔 스케이트 탔던 추억이 있는데, 지금 남자친구는 제 남편이 되어있답니다. ^^ 대신 한 겨울엔 추워요. 따듯한 봄.가을날 가시길 추천합니다.",5,올림픽공원,12
147,everlsk,4계절이 모두 아름다운 올림픽 공원,4계절이 모두 아름다운 올림픽 공원. 왕따나무는 영화 엽기적인 그녀 이후 전국적인 명소가 되었습니다.,5,올림픽공원,12
148,parky77,멋진 휴식처 공원,가족끼리 놀러가기에 정말 좋아요. 2인용 자전거나 4인용 자전거를 타고 공원을 돌며 놀아도 재미있고 미니기차타기도 신나요. 여러가지 휴식처가 많아서 하루종일 놀기에도 시간이 모자라요.,5,올림픽공원,12
149,수진 이,자전거 타기 넘 좋아요,자전거 타기 너무 좋고 데이트하기에도 너무 좋은 장소입니다 친구들과 종종 들리는 곳이기도 하죠,5,올림픽공원,12
150,BlackStar_Lazarus,올림픽 공원 방문기,올림픽공원도 맑은 가을이나 봄에 나가 산책을 하는 것이 좋다. 일부러 갈 필요는 없다. 동네 주민에게만 좋음,4,올림픽공원,12
151,jaeunjanah,강동쪽의 좋은 공원,전시장 도 있고 산책로 도 잘 되어있음. 조금 조악 스러운 곳도 있지만 전체적 으로는 괜찮은 공원,4,올림픽공원,12
152,Youngmin Cho,산책하기 좋은 공원,"올림픽공원역, 몽촌토성역에서 접근 가능합니다. 사계절 언제 가도 항상 좋은 곳이에요. 몽촌토성 산책로를 추천합니다.",5,올림픽공원,12
153,Michael,자전거 타고 나들이,지난 여름에 한강을 따라 자전거타고 들린 올림픽공원입니다. 도심속에서 여유롭게 자연을 즐길 수 있습니다.,5,올림픽공원,12
154,spring308,소풍과 산책을 위한 최적의 장소,"일단 대중교통으로도 편하게 갈수 있고, 무지 넓어요. 넓게 펼쳐진 나무들과 잔디밭을 보고 있으면 가슴이 탁 트이기도 해서 좋아요. 봄과 가을에는 돗자리와 도시락 싸서 소풍으로 가기도 하고요, 셀프웨딩촬영으로도 적합한 장소더라구요. 풍선이랑 웨딩드레스 입은 커플을 많이 봤어요. 주변에 편의점과 스타벅스 등 다양한 음식점이 있어서 연인이나 가족단위로 한번쯤 나들이 겸 가보시기를 추천드려요~",4,올림픽공원,12
155,1kim2parks,송파구 공원,"가을이나 봄이나 올림픽공원에 가서 피크닉이나, 사진등을 찍고 음식점에서 식사하게 됩니다. 넓어거 좋아요.",5,올림픽공원,12
156,bbdad2015,산책과 티타임,"올림픽공원은 너무 넓어서 다양하게 즐길수 있다. 년중무료행사들도 많고, 기분전환하게 커피숍들도 많이있다. 무료 백제박물관 올림픽박물관도 좋다.",5,올림픽공원,12
157,jjbar,강남의산책장소,강남에위치해있으며부지가굉장히넓어서걷깅조금ㅎㅁ들어요소마미술관도있어서관람해도좋으며그런데먹거리가조금부족해요,4,올림픽공원,12
158,PINKSHOW01,다양한 즐거움이 있는 곳,"친구 따라 콘서트장에 가기 위해 찾게 된 올림픽 공원인데, 막상 가 보니 넓은 광장도 많고 여기저기 쉴 곳도 많고, 음식점도 있어서 소풍온 기분으로 놀다 올 수 있었음. 굳이 음식점에 안 들어가더라도 전철역 근처에 있는 빵집이나 편의점에서 간단한 먹거리를 사들고 벤치에 앉아서 먹어도 좋을듯.",4,올림픽공원,12
159,만옥이네,조깅 뛰기 좋은 곳,특별히 들리기 보다 역동적인 활동을 하기 좋은 곳이다. 조용히 운동하고 싶다면 들리기 좋은 곳.,4,올림픽공원,12
160,하얀나무2,강남 3구에서 가장 큰 공원,넓은 풀밭을 가지고 있어 가족들하고 같이 산책하고 나들이 하기 좋음. 그러나 특별한 테마를 가진게 아니라서 조금 아쉬움,4,올림픽공원,12
161,쥬쥬쥬,자주 찾는 곳,올림픽공원을 자주 찾아요 풀밭에 누워 치킨을 먹거나 중국집 시켜 먹으며 친구들과 수다 떨으면 이런게 행복이구나 합니다,4,올림픽공원,12
162,Cestlavie1976,산책하기도 액티비티 즐기기도 좋아요~,잠실의 대표적인 공원 올림픽 공원. 가족들과 산책하기도 좋구요 여러가지 액티비티 즐기기도 참 좋은 공원이에요~,5,올림픽공원,12
163,으스므,생각보다 멉니다.,경기권 사시는 분들은 차가져가시길 추천드립니다. 대중교통으로 생각보다 굉장히 멉니다. 특별한 행사 아니고서야 들리기엔 비추.,3,올림픽공원,12
164,COPYnWRiter,엄청난 크기의 복합 공원,"그도 그럴 것이 올림픽 게임이 끝나고 남은 시설이니 규모가 크다. 한쪽은 몽촌토성으로 백제의 유적지이기도 하다. 사계절 모두 아름다워 주민들의 좋은 쉼터가 된다. 콘서트 등 대규모 행사도 자주 열리고, 미술관, 박물관도 있고, 주민들이 와서 즐기는 문화공간도 있다.",4,올림픽공원,12
165,블루밍나디아,"가볍게 산책, 소풍에 좋은곳","가까워서 종종 산책과 소풍으로 방문합니다. 공간이 넓어서 운동하기에도 좋은곳입니다. 연인들끼리 걷기도 좋고, 특히 스냅사진촬영이 많더라고요",4,올림픽공원,12
166,묘롱이,자주가는 산책로 에요,"서울 시내에 있는 공원중 가장 큰 공원이에요. 내부에 공연장, 체육관, 수영장 있고요. 주차장이 커서 차가지고 오셔도 괜찮은 곳입니다. 가족단위로 바람쐬기 좋은곳이에요",4,올림픽공원,12
167,Moonkyu K,운동하기 좋은 공원!,"각종 경기(본 적은 없지만), 공연을 할 수 있는 커다란 공연장과 경기장들이 가득하고 성내천을 둘러 수많은 사람들이 운동을 하는 정말 멋진 공원입니다. 낮에는 가족이나 연인단위의 사람들끼리 데이트를 하거나 피크닉을 즐기고 밤에는 운동하는 사람들로 가득합니다. 밤 10시가 지나면 메인 문 몇개를 제외하고는 작은 문들은 폐쇄하니 시간과 열리는 문을 체크하시는 것도 좋을 것 같습니다.",4,올림픽공원,12
168,znzl,후기,공원이 크게 조성되어있어서 시민들이 이용하기에 좋고 공연이나 행사를 자주 해서 가볍게 즐기기 좋습니다.,4,올림픽공원,12
169,2875rosa,도심속의 넓은 공원입니다.,송파구에 위치한 넓은 공원으로 날씨 좋은 날 피크닉 가기에 좋은 곳입니다. 아주 넓어서 다 돌아다니기에는 좀 힘들수 있어요,4,올림픽공원,12
170,hayul13,서울에서 가장 멋진 공원,"잔디가 많아 아이들이 뛰어놀기에도 좋고, 봄 여름 가을 언제든 아름다운 꽃과 함께 할 수 있어 좋은 것 같아요. 가끔씩 펼쳐지는 야외 공연과 맞물린다면 더 즐거운 산책과 피크닉을 즐길 수 있답니다.",4,올림픽공원,12
171,울끈불끈차차차,좋아요~~,호수도 넓고 공원 자체가 굉장히 커요!!ㅋ 입점해있는 레스토랑도 깔끔하고 요즘엔 웨이팅이 엄청나긴 하지만 한식부페도 생겨서 자주 가네요~~ 학창시절 소풍장소로 갈때는 너무 싫었는데 요즘은 가고싶어서 찾아갑니다ㅎㅎ 자전거 대여도 되고 데이트하기에도 좋아요!,5,올림픽공원,12
172,Ho Sang Y,엄청 넓어요!!,걸어도 걸어도 벗어날수 없을 정도로 커요!! 산책코스도 등산로처럼 단조롭지 않게 잘 되어있고 웨딩촬영하러 많이 올 정도로 예쁜곳도 많아요ㅎ,5,올림픽공원,12
173,SONGHEE L,서울시내에 이렇게 넓은 공원이 있다니,"광대한 규모의 공원이에요. 몽촌토성이라는 백제 문화제와 함께 어우러져 있어요. 그래서 안에는 작은 전시관도 있고, 백제시대 목책이나 토성을 볼 수도 있어요. 자전거 대여해서 한바퀴 둘러보기도 좋고요. 애들 데리고 피크닉하기도 정말 좋아요. 5,6월에는 장미정원이 정말 아름답구요. 가을에는 들꽃마루도 정말 아름다워요. 사진찍기도 정말 좋습니다.",5,올림픽공원,12
174,renahoony,올때마다 좋아요!,올림픽공원은 다른 공원보다 커서 좋습니다! 사람이 많아도 그렇게 복잡하다 생각이 들지 않기 때문이죠 :) 올림픽공원의 매력은 봄에 제대로 느낄 수 있습니다. 이곳저곳 사진 찍을 장소가 많아 남자친구와 사진만 몇 십장 찍었답니다 ㅎㅎㅎㅎㅎㅎㅎㅎ 다만 자전거 타고 쌩쌩 달리시는 어린이들이 있어 놀랐어요 ㅠㅠ 그외에는 정말 좋은 곳입니다!,5,올림픽공원,12
175,재영 윤,좋아요 꿩도 있는거 같아요,꿩도 있는지 꿩소리를 들었어요. 매우 넓고 깨끗하고 조성이 매우 잘 되어 있어서 산책하기에도 좋고 사진찍기에도 좋아요 그 안에 미술관도 있고 키즈카페도 있어서 하루종일 시간보내기에도 부족함이 없어요.,4,올림픽공원,12
176,Juhee K,나홀로나무가 멋있어요,올림픽공원에 방문할땐 반드시 좋은 카메라가 필요해요. 사진을 찍으면 정말 예술로 나와요..,5,올림픽공원,12
177,nadajin,엄청커요,"가끔 공연도 열리고 산책,보드,자전거 등등의여가활동하기 좋은 곳입니다.운동하다 지칠정도로 꽤 큽니다.",4,올림픽공원,12
178,hellohs7,솜사탕 나무,완전 사랑하는 곳!! 자전거 타고 돌기에도~ 걸어서 느긋이 산책하기에도 최고예요. 특히 솜사탕 나무는 완전 사랑입니다!,5,올림픽공원,12
179,성복동,넓은 공원. 편한 신발이 필요해요.,넓은 공원. 매우 넓으니 시간이 없으신 분들은 호수 쪽 주변을 걷는 것을 추천합니다. 눈이 오면 더 멋있어요. 식당과 카페들이 주변에 있으므로 근처에서 식사하셔도 됩니다.,3,올림픽공원,12
180,주빈,교통이 편해요,올림픽공원 가족끼리 소풍가면좋은곳 연인끼리도 산책하면서 커피한잔의 여유즐기기 좋은거같아여 지하철과도 가깝고 좋네요,4,올림픽공원,12
181,yorange,요맘때 방문하면 노란 코스모스!!,올림픽 공원에는 여러가지 식물들이 있지만 특히 가을에는 흔히 볼 수 없는 노란 코스모스가 절경입니다~ 멀리 꽃구경 가기 힘드실때 가족과 나들이로 추천합니다!,5,올림픽공원,12
182,shigemura3,훌룡해요.,깻끗합니다.그리고 아름답고 각국의 사람들이 와서 다양한 문화의 부럽습니다. 우리나라는 역시 가볼곳도많고 모든사람의 놀이공간이라고 생각합니다.,3,올림픽공원,12
183,reembom,벚꽃산책,여기저기 흐드러지게 핀 꽃이 아름다워요. 가까운 곳에 자연을 볼 수 있는 곳이 있는데 생각보다 자주 못가게 되네요. 북문쪽에 널찍한 음식점과 카페들도 많아요.,5,올림픽공원,12
184,코코,올림픽 공원,"올림픽 공원은 넓고, 잘 가꾸어져 있어 가족들과 나들이 하기에 더 없이 좋은 장소입니다. 근처에 까페와 맛집들도 있고, 또 공원안에서 자전거를 타기에도 훌륭한 장소입니다.",5,올림픽공원,12
185,Dong-geon L,언제나 만족,"살기 좋은 ‪우리동네‬, 올림픽파크 덕분‬ 아이들 뛰어놀기도 좋고, 행사도 자주하고, 돗자리 하나만 있어도 굳~",4,올림픽공원,12
186,Lunar7,넓은 들판을 볼 수 있는 곳,서울에서 보기 어려운 넓은 벌판을 볼 수 있는 곳 입니다. 하늘이 파란 날이나 석양이 질때 가면 특히 아름답습니다.,5,올림픽공원,12
187,kkh2254,한국 대표 공원,"산책하고 자전거 타기 좋은 공원.. 행사도 많아 여러가지 참여할 수 있어요. 계절밥상, 커피빈, 딸기가 좋아 등의 편의시설도 갖추고 있어 편리하고 소마 미술관 관람한 후 산책도 좋아요",4,올림픽공원,12
188,victoria,산책하기 좋은곳,"여의도 공원보다 넓고 인라인 타기 좋은 곳이에요. 슬라럼이나 특이한 기술 하기 좋은 곳들이 곳곳에 산재해 있고 산책로도 크고 넓은 편이어서 가족 단위 소풍객이 많은 곳이기도 하죠. 처음에는 한쪽 부분에서만 있어서 이렇게 큰 줄 몰랐는데 정말 넓더라구요. 주차장도 잘 되어 있고 스틱 하키 하는 분들도 있고 자전거 타는 아이와 어른들도 있고, 보드타는 분들도 많이 볼 수 있는 곳이에요. 하지만 그런거 없이도 연인끼리 산책하기 좋고 벤치도 많이 있어서 산책하다 앉아서 이야기 나누기 좋은 곳입니다.",4,올림픽공원,12
189,darkjedi73,조깅하기에 좋은 장소,"공원으로 사용한다면 산책이 제격이겠지만, 아침에는 조깅을 할 수 있는 장소로 삼을 수 있다. 오래 전부터 이곳을 눈여겨본 이들은 이 공원이 의외로 넓고 편리하다는 사실을 잘 알 것이다.",4,올림픽공원,12
190,레인트리,가족과 나들이하기 좋은 곳.,"넓은 공원에서 산책도 할 수 있고, 백제 시대의 토성도 볼 수 있으며, 갖가지 전시회가 열려 다양한 경험을 할 수 있는 곳이다. 가족끼리 산책하기 좋은 곳.",4,올림픽공원,12
