,id,title,title_ko,rate,year,country,genre,running_time,contents
71,71,Up in the Air,인 디 에어,4,2009,미국,드라마/로맨스/코미디,1시간 48분,"지구에서 달까지의 거리보다 더 먼 거리를 날아다니며 1년 322일 미국 전역을 여행하는 미국 최고의 베테랑 해고 전문가 라이언 빙햄(조지 클루니). 그의 특기는 완벽한 비행기 여행, 유일한 목표는 천만 마일리지를 모아 세계 7번째로 플래티넘 카드를 얻는 것. 텁텁한 기내 공기와 싸구려 기내식 서비스에 평온함을 느끼고, 모두가 싫어하는 출장 생활이 집보다 훨씬 편하다는 그. 12살 때, 할머니가 양로원으로 들어가는 걸 보면서 ‘사람은 혼자 죽는다’ 라는걸 이미 깨달았고, 오지랖 넓은 누나의 잔소리를 용케 피해가며 여동생의 결혼식에서도 손은 잡아주지 않을 예정이다. 

천만 마일리지 달성을 앞둔 어느날, 온라인 해고시스템을 개발한 당돌한 신입사원 나탈리(안나 켄드릭)가 등장한다. 만일 이 시스템이 도입된다면 해고 대상자를 만나기 위해 전국을 여행할 필요가 없게 된다. 무엇보다, 절망에 빠져있는 사람들에게 온라인 화상채팅으로 해고를 통보하는 것은 베테랑 해고 전문가로서 도저히 받아들일 수 없는 제안! 결국 라이언은 당돌한 신입직원에게 ‘품위있는’ 해고 노하우를 전수하기 위해 생애 처음 동반 출장을 떠나게 된다.

한편, 라이언은 호텔 라운지에서 자신을 꼭 닮은 여인 알렉스(베라 파미가)를 만난다. 자신처럼 마일리지 카드에 흥분하고, 달라붙지 않는 자유로운 연애를 추구하는 자칭 ‘여자 라이언’이 등장한 것! ‘사람의 눈을 볼 때 상대가 내 영혼을 보듯 고요해지는 느낌’을 단 한번도 가져본 적이 없다는 라이언 빙햄은 알렉스와의 만남을 통해 생애 처음으로 진실한 관계에 대해 고민하게 되는데…

목적지 없이 떠도는 당신의 인생
괜찮나요?"
72,72,The Shape of Water,셰이프 오브 워터: 사랑의 모양,4.5,2017,미국,모험/스릴러/판타지/로맨스/드라마,2시간 3분,"모든 것을 초월한 단 하나의 사랑
“그를 사랑하는 나도 괴물인가요?”
우주 개발 경쟁이 한창인 1960년대, 미 항공우주 연구센터의 비밀 실험실에서 일하는 언어장애를 지닌 청소부 엘라이자(샐리 호킨스)의 곁에는 수다스럽지만 믿음직한 동료 젤다(옥타비아 스펜서)와 서로를 보살펴주는 가난한 이웃집 화가 자일스(리차드 젠킨스)가 있다. 어느 날 실험실에 온몸이 비늘로 덮인 괴생명체가 수조에 갇힌 채 들어오고, 엘라이자는 신비로운 그에게 이끌려 조금씩 다가가게 된다. 음악을 함께 들으며 서로 교감하는 모습을 목격한 호프스테틀러 박사(마이클 스털버그)는 그 생명체에게 지능 및 공감 능력이 있다는 사실을 알게 되고, 실험실의 보안책임자인 스트릭랜드(마이클 섀넌)는 그를 해부하여 우주 개발에 이용하려 한다. 이에 엘라이자는 그를 탈출시키기 위한 계획을 세우게 되는데…"
73,73,독전,독전,2.5,2018,한국,범죄/액션,2시간 3분,"아시아 최대 마약 조직, 실체 없는 적을 추적하라.

의문의 폭발 사고 후, 오랫동안 마약 조직을 추적해온 형사 '원호'(조진웅)의 앞에 조직의 후견인 '오연옥'(김성령)과 버림받은 조직원 '락'(류준열)이 나타난다. 그들의 도움으로 아시아 마약 시장의 거물 '진하림'(김주혁)과 조직의 숨겨진 인물 '브라이언'(차승원)을 만나게 되면서 그 실체에 대한 결정적 단서를 잡게 되는데..."
74,74,Ruby Sparks,루비 스팍스,3.5,2012,미국,로맨틱코미디/판타지,1시간 44분,"「완벽한 그녀가 나에게 왔다」

꿈 속에서 만난 이상형 루비를 주인공으로 로맨틱한 소설을 쓰며 상상 연애 중인 천재작가 캘빈. 어느 날, 그에게 너무 사랑스러운 그녀 루비가 소설을 찢고 눈 앞에 나타났다. 널 상상 사랑해도 될까? 캘빈이 상상하고 쓰는 대로 변신하는 루비. 완벽한 그녀와 현실 연애를 시작한 캘빈은 진짜 사랑에 빠질수록 점점 혼란스러워지는데... 우리, 마법일까? 사랑일까? 

사랑하고 싶은 당신을 위해 나타난 <라라랜드><캐롤> 제작진의 러브픽션"
75,75,Deadpool 2,데드풀 2,3,2018,미국,액션/모험/코미디/SF,1시간 58분,"마침내, 그 분이 오신다! 이번엔 혼자가 아니다!

암치료를 위한 비밀 실험에 참여한 후, 강력한 힐링팩터 능력을 지닌 슈퍼히어로 데드풀로 거듭난 웨이드 윌슨(라이언 레놀즈). 운명의 여자친구 바네사(모레나 바카린)와 행복한 미래를 꿈꾸지만 다시 나락으로 떨어지고, 밑바닥까지 내려간 데드풀은 더 나은 사람이 되기로 결심한다. 어느 날, 미래에서 시간 여행이 가능한 용병 케이블(조슈 브롤린)이 찾아 오면서 새로운 사건이 발생하고 데드풀은 생각지도 못한 기상천외 패밀리를 결성하게 되는데..."
76,76,"I, Tonya","아이, 토냐",3,2017,미국,드라마/스포츠,2시간 00분,"세상이 열광하고 버렸던 은반 위의 악녀
미국 최초로 세계선수권대회에서 트리플 악셀을 성공시킨 토냐 하딩. 그러나 올림픽을 앞두고 낸시 캐리건이 강력한 도전자로 급부상하고 경쟁심에 불타오른다. 1994년 동계올림픽 출전권을 따기 위한 선수권 대회에서 토냐 하딩은 남편을 사주하여 라이벌 관계였던 낸시 캐리건을 해치려 했다는 혐의를 받게 되는데…"
77,77,Avengers: Infinity War,어벤져스: 인피니티 워,4.5,2018,미국,액션/모험/SF,2시간 29분,"새로운 조합을 이룬 어벤져스,
역대 최강 빌런 타노스에 맞서
세계의 운명이 걸린 인피니티 스톤을 향한
무한 대결이 펼쳐진다.

4월, 마블의 클라이맥스를 목격하라."
78,78,The Kirishima Thing,키리시마가 동아리활동 그만둔대,5,2013,일본,드라마,1시간 43분,"한 고등학교의 남자 배구부 주장인 키리시마가 갑자기 동아리를 그만두고 학교에서 자취를 감춘다. 스포츠는 물론 성적도 우수하여 교내에서 가장 인기 있는 여학생과 사귀고 있던 키리시마. 학교 내에서 높은 서열에 위치했던 키리시마의 부재는 보이지 않는 계급관계 속에 살고 있던 학생들 사이에 큰 파문을 일으킨다. 요시다 다이하치 감독은 동시대 고교생들의 독특한 가치관을 반영하면서 예나 지금이나 변하지 않는 10대들의 모습을 예리하게 보여준다. 청춘은 빛나기만 하는 것이 아니다. 뛰어난 학생 혹은 평범한 학생이 저마다의 영역에서 필사적으로 살고 있는 것이다. 그러나 키리시마의 부재를 계기로, 그 세계를 평온하게 지탱하기 위해 숨겨져 있던 것들이 서서히 분출되고 그들의 권력 관계에 균열이 생겨나기 시작하는데..."
79,79,The Fault in Our Stars,"안녕,헤이즐",4.5,2014,미국,로맨스/드라마,2시간 5분,"산소통을 캐리어처럼 끌고 호흡기를 생명줄처럼 차고 있는 헤이즐. 집에 틀어박혀 리얼리티 쇼나 보며 하루를 축내는 자신을 걱정하는 가족에게 등 떠밀려 어쩔 수 없이 참석한 암 환자 모임에서 꽃미소가 매력적인 어거스터스를 만난다. 담배를 입에 물었지만 불은 붙이지 않는 ‘상징적인 행동’으로 헤이즐의 맹비난을 재치있게 받아넘긴 어거스터스는 시크하고 우울증마저 겪는 헤이즐을 두근거리게 만든다. 무한 설렘주의! 무엇도 방해할 수 없는 예측불허 로맨스~ 두 사람은 소설책을 나눠 읽으며 급속도로 가까워지고, 어거스터스는 헤이즐이 그토록 좋아하는 네덜란드의 작가를 만나게 해주기 위해 ‘지니의 소원’을 빌어 암스테르담 여행을 제안한다. 가족과 주변의 걱정과 만류에도 불구하고 생애 처음으로 여행길에 오른 두 사람. 자신을 시한폭탄이라 생각하고 사랑하는 것들과 선을 그었던 그녀와, 거절당할까 두려워 진실을 감춰왔던 어거스터스는 서로에게 속마음을 털어놓기 시작하는데..."
80,80,7년의 밤,7년의 밤,2,2018,한국,스릴러/드라마/액션,2시간 3분,"우발적 사고, 잘못된 선택
“그날 밤, 나는 살인자가 되었다”

인적이 드문 세령마을의 댐 관리팀장으로 부임을 앞둔 ‘최현수’. 가족이 지낼 사택을 보러 가는 날, 안개가 짙게 깔린 세령마을 입구에서 길을 잃고 헤매던 중 갑자기 뛰어나온 여자 아이를 쳐 교통사고를 낸다. 너무 놀란 ‘최현수’는 한 순간의 잘못된 선택으로 호수에 아이를 유기한다. 

죽어버린 딸, 시작된 복수
“어떤 놈이 그랬는지 찾아서… 똑같이 갚아줘야지”

아이의 실종으로 마을은 발칵 뒤집혀 수색 작업이 시작되고, 결국 싸늘한 주검으로 돌아온 딸을 보자 광기 어린 분노에 사로잡힌, 마을 대지주이자 아이의 아버지 ‘오영제’. 사고가 아니라 사건이라고 판단한 그는 직접 범인을 찾기 위해 증거를 모으기 시작한다.

되돌릴 수 없는 선택, 7년 전 그날 밤, 모든 것이 시작되었다."
81,81,Ready Player One,레디 플레이어 원,5,2018,미국,액션/스릴러/SF/모험,2시간 20분,"2045년, 암울한 현실과 달리 가상현실 오아시스(OASIS)에서는 누구든 원하는 캐릭터로 어디든지 갈 수 있고, 뭐든지 할 수 있고 상상하는 모든 게 가능하다. 웨이드 와츠(타이 쉐리던) 역시 유일한 낙은 대부분의 사람들이 하루를 보내는 오아시스에 접속하는 것이다.

어느 날 오아시스의 창시자인 괴짜 천재 제임스 할리데이(마크 라이런스)는 자신이 가상현실 속에 숨겨둔 3개의 미션에서 우승하는 사람에게 오아시스의 소유권과 막대한 유산을 상속한다는 유언을 남기고, 그가 사랑했던 80년대 대중문화 속에 힌트가 있음을 알린다. 제임스 할리데이를 선망했던 소년 ‘웨이드 와츠’가 첫 번째 수수께끼를 푸는 데 성공하자 이를 저지하기 위해 현실에서 살인도 마다하지 않는 ‘IOI’라는 거대 기업이 뛰어든다.

모두의 꿈과 희망이 되는 오아시스를 지키기 위해서는 반드시 우승해야 한다. 그리고 우승을 위해서는 가상현실이 아닌 현실세계의 우정과 사랑의 힘이 필요하기만 한데…"
82,82,The Commuter,커뮤터,3,2018,"영국,미국",액션/드라마/범죄,1시간 44분,"제한 시간 30분, 가족이 인질로 잡힌 전직 경찰 마이클(리암 니슨)이 사상 최악의 열차 테러범들에게 맞서는 초대형 액션 블록버스터"
83,83,초행,초행,3.5,2017,한국,드라마,1시간 40분,"7년차 커플 수현(조현철)과 지영(김새벽). 그들에게 결혼을 생각할 시기가 찾아온다. 미술 강사와 방송국 계약직이라는 현실, 지영 어머니의 결혼 강요와 수현의 복잡한 가정사. 

'우리... 어디로 가야 하는 걸까?'"
84,84,소공녀,소공녀,4,2017,한국,드라마,1시간 46분,"“집은 없어도, 생각과 취향은 있어!""
하루 한 잔의 위스키와 한 모금의 담배 그리고 사랑하는 남자친구만 있다면 더 바라는 것이 없는 3년 차 프로 가사도우미 ‘미소’. 새해가 되자 집세도 오르고 담배와 위스키 가격마저 올랐지만 일당은 여전히 그대로다. 좋아하는 것들이 비싸지는 세상에서 포기한 건 단 하나, 바로 ‘집’. 집만 없을 뿐 일도 사랑도 자신만의 방식대로 살아가는 사랑스러운 현대판 소공녀 ‘미소’의 도시 하루살이가 시작된다."
85,85,Little Forest: Winter&Spring,리틀 포레스트 2: 겨울과 봄,4.5,2015,일본,드라마,2시간 2분,"도시에서 불현듯 고향인 코모리로 돌아온 이치코는 낯익은 필체의 편지를 받는다. 바로 몇 년 전 갑자기 사라졌던 엄마가 보내온 것. 편지를 읽고 난 후에도 한참 동안 자신이 무엇으로부터 도망쳐 온 것인지 계속 모른 척 하던 이치코는 어느 날 문득, 엄마는 왜 떠났는지 그리고 자신은 왜 고향으로 오게 되었는지 어렴풋이 깨닫게 된다. 코모리에 정착하지 않기 위해 애써왔던 이치코는 중대한 결심을 하게 되는데…"
86,86,지금 만나러 갑니다,지금 만나러 갑니다,2,2017,한국,로맨스/판타지,2시간 11분,"1년 전 세상을 떠난 그녀가 다시 돌아왔다.
모든 기억을 잃은 채.

비가 오는 날 다시 돌아오겠다는 믿기 힘든 약속을 남기고 세상을 떠난 ‘수아’. 그로부터 1년 뒤 장마가 시작되는 어느 여름 날, 세상을 떠나기 전과 다름없는 모습의 ‘수아’가 나타난다. 하지만 ‘수아’는 ‘우진’이 누구인지조차도 기억하지 못한다.

난, 너와 다시 사랑에 빠졌어.
자신을 기억하지 못해도 그녀가 곁에 있다는 사실만으로 행복에 젖은 ‘우진’과 자신이 기억하지 못하는 그와의 이야기가 궁금한 ‘수아’. ‘우진’이 들려주는 첫 만남, 첫 사랑, 첫 데이트, 첫 행복의 순간을 함께 나누며 ‘수아’는 ‘우진’과 다시 사랑에 빠지는데…"
87,87,The Last Word,내가 죽기 전에 가장 듣고 싶은 말,3,2017,미국,코미디/드라마,1시간 48분,"은퇴한 광고 에이전시 보스 ‘해리엇’(셜리 맥클레인)은 자신의 사망기사를 미리 컨펌하기 위해 사망기사 전문기자인 ‘앤’(아만다 사이프리드)을 고용한다. 하지만 해리엇의 까칠한 성격 탓에 주변 사람들은 모두 저주의 말만 퍼붓고, 좌절한 앤에게 해리엇은 뜻밖의 제안을 한다. 완벽한 사망기사를 위해서 반드시 필요한 ‘고인은 동료들의 칭찬을 받아야 하고, 가족의 사랑을 받아야 하며, 누군가에게 우연히 영향을 끼쳐야 하고, 자신만의 와일드 카드가 있어야 한다’는 4가지 요소를 같이 찾자는 것. 게다가 티격 대는 둘 사이에 말썽쟁이 문제소녀 ‘브렌다’까지 가세해 해리엇의 인생을 다시 써나가기 시작하는데... 까칠한 80세 마녀, 마지막을 빛내줄 최고의 파트너를 만났다."
88,88,Little Forest: summer&autumn,리틀 포레스트: 여름과 가을,3.5,2014,일본,드라마,1시간 51분,"도시에서 생활하다 쫓기듯 고향인 코모리로 돌아온 이치코. 시내로 나가려면 한시간 이상이 걸리는 작은 숲 속 같은 그 곳에서 자급자족하며 농촌 생활을 시작한다. 직접 농사지은 작물들과 채소, 그리고 제철마다 풍족하게 선물해주는 자연의 선물로 매일 정성껏 식사를 준비한다. 음식을 먹으며 음식과 얽힌 엄마와의 추억을 문득 떠올리는 이치코에게 낯익은 필체의 편지가 도착하는데.."
89,89,The Post,더 포스트,4,2017,미국,스릴러/드라마/역사,1시간 55분,"“우리가 보도하지 않으면, 우리가 지고, 국민이 지는 겁니다.”
1971년, 뉴욕 타임즈의 ‘펜타곤 페이퍼’ 특종 보도로 미 전역이 발칵 뒤집힌다. 트루먼, 아이젠하워, 케네디, 존슨에 이르는 네명의 대통령이 30년간 감춰온 베트남 전쟁의 비밀이 알려지자 정부는 관련 보도를 금지시키고, 경쟁지 워싱턴 포스트의 편집장 ‘벤’(톰 행크스)은 베트남 전쟁의 진실이 담긴 정부기밀문서 ‘펜타곤 페이퍼’ 입수에 사활을 건다. 결국 4천 장에 달하는 정부기밀문서를 손에 쥔 ‘벤’(톰 행크스)은 미 정부가 개입하여 베트남 전쟁을 조작한 사건을 세상에 공개해야 한다고 주장하고, 최초의 여성 발행인 ‘캐서린’(메릴 스트립)은 회사와 자신, 모든 것을 걸고 세상을 바꿀 결정을 내려야만 하는데…

1분 1초의 사활을 건 특종 경쟁 속,
세상을 뒤흔든 위대한 보도가 시작된다."
90,90,Little Forest,리틀 포레스트,3,2018,한국,드라마,1시간 43분,"“잠시 쉬어가도, 달라도, 평범해도 괜찮아!
모든 것이 괜찮은 청춘들의 아주 특별한 사계절 이야기”
시험, 연애, 취업… 뭐하나 뜻대로 되지 않는 일상을 잠시 멈추고 고향으로 돌아온 혜원은 오랜 친구인 재하와 은숙을 만난다. 남들과는 다른, 자신만의 삶을 살기 위해 고향으로 돌아온 ‘재하’, 평범한 일상에서의 일탈을 꿈꾸는 ‘은숙’과 함께 직접 키운 농작물로 한끼 한끼를 만들어 먹으며 겨울에서 봄, 그리고 여름, 가을을 보내고 다시 겨울을 맞이하게 된 혜원. 그렇게 특별한 사계절을 보내며 고향으로 돌아온 진짜 이유를 깨닫게 된 혜원은 새로운 봄을 맞이하기 위한 첫 발을 내딛는데…"
91,91,궁합,궁합,1.5,2018,한국,코미디/시대극/드라마/역사,1시간 50분,"“세상의 모든 인연에는 궁합이 있다!”

<관상> 제작진의 역학 시리즈.
관상은 잘 보았소? 이제 궁합을 봐드리지.

극심한 흉년이 지속되던 조선시대, 송화옹주(심은경)의 혼사만이 가뭄을 해소할 것이라 믿는 왕(김상경)은 대대적인 부마 간택을 실시하고, 조선 최고의 역술가 서도윤(이승기)은 부마 후보들과 송화옹주의 궁합풀이를 맡게 된다. 사나운 팔자로 소문나 과거 혼담을 거절당한 이력의 송화옹주는 얼굴도 모르는 사람을 남편으로 맞이할 수 없다고 판단하고 부마 후보들의 사주단자를 훔쳐 궐 밖으로 나가 후보들을 차례로 염탐하기 시작한다. 송화옹주가 사주단자를 훔친 궁녀라고 오해한 서도윤은 사주단자를 되찾기 위해 그녀의 여정에 함께 하게 되는데..

야심찬 능력남 윤시경(연우진), 경국지색의 절세미남 강휘(강민혁), 효심 지극한 매너남 남치호(최우식)에 대세 연하남까지.
조선의 팔자를 바꿀 최고의 합(合)을 찾아라."
92,92,그것만이 내 세상,그것만이 내 세상,2,2017,한국,드라마/코미디/가족,2시간 00분,"한때는 WBC 웰터급 동양 챔피언이었지만 지금은 오갈 데 없어진 한물간 전직 복서 ‘조하’(이병헌). 우연히 17년 만에 헤어진 엄마 ‘인숙’(윤여정)과 재회하고, 숙식을 해결하기 위해 따라간 집에서 듣지도 보지도 못했던 뜻밖의 동생 ‘진태’(박정민)와 마주한다. 
난생처음 봤는데… 동생이라고 ?! 
라면 끓이기, 게임도 최고로 잘하지만 무엇보다 피아노에 천재적 재능을 지닌 서번트증후군 진태. 조하는 입만 열면 “네~” 타령인 심상치 않은 동생을 보자 한숨부터 나온다. 하지만 캐나다로 가기 위한 경비를 마련하기 전까지만 꾹 참기로 결심한 조하는 결코 만만치 않은 불편한 동거생활을 하기 시작하는데…
살아온 곳도, 잘하는 일도, 좋아하는 것도 다른 두 형제가 만났다."
93,93,What Happened to Monday,월요일이 사라졌다,3.5,2017,미국,액션/범죄/드라마/미스터리/SF/스릴러,2시간 3분,"1가구 1자녀 ‘산아제한법’으로 인구증가를 통제하는 사회, 태어나서는 안 될 일곱 쌍둥이가 태어났다. 이들을 몰래 키우기로 결심한 외할아버지 ‘테렌스 셋맨’(윌렘 대포)은 먼데이, 튜즈데이, 웬즈데이, 써스데이, 프라이데이, 새터데이, 선데이라는 이름을 지어주고 쌍둥이들이 발각되지 않고 모두 살아 남을 수 있도록 엄격한 규칙을 만든다.

첫째. ‘카렌 셋맨’이라는 하나의 이름으로 살 것.
둘째. 자신의 이름과 같은 요일에만 외출할 것.
셋째. 외출해서 한 일은 모두에게 공유할 것.  

어느 월요일 저녁, 평소처럼 출근했던 ‘먼데이’가 연락도 없이 사라지고 정부의 비밀 조직이 이들의 은신처에 갑자기 들이닥치는데…

더 이상 하나의 이름 뒤에 숨어있을 수 없는 일곱 쌍둥이들의
목숨을 건 팀플레이 액션이 시작된다."
94,94,Newness,뉴니스,1,2017,미국,드라마/로맨스,1시간 58분,"데이팅 어플을 통해 만나게 된 마틴(니콜라스 홀트)과 가비(라이아 코스타).가벼운 만남으로 시작했지만 서로의 매력에 빠져 이내 새로운 연인이 된다.하지만 사랑이 깊어질수록, 서로를 좀 더 알아갈수록 애증도 함께 깊어지고…서로에게 몰두하던 마틴과 가비에게도 위기가 찾아온다.너무 사랑하는데, 지금 이대로 괜찮은 걸까?사랑을 지키기 위해 우리는 무엇을 할 수 있을까? 서로를 어디까지 믿을 수 있을까?"
95,95,Voldemort: Origins of the Heir,볼드모트: 후계자의 기원,3.5,2018,영국,판타지/모험,53분,"해리포터 이전, 볼드모트의 탄생과 그의 첫번째 실패에 대한 이야기. 
호그와트를 졸업한 이후, 톰 리들의 행방이 묘연하다. 10년 후 그는 새로운 이름으로 이전에는 없던 능력을 지닌 채 돌아온다. 어둠의 마법, 그 힘이 그를 완전히 다른사람으로 바꿔놓은 것이다. 이제 그를 오랜 세월 알고지낸 두 사람, 이들에게 마법세계의 운명이 달렸다. 그가 볼드모트로 돌아온 이유는 자신이 원하는 것을 이루기 위해서이기 때문이다. 그것은 바로, 죽지않는 영원한 삶이다. 

크라우드 펀딩으로 제작된 비영리 프로젝트로, 해리포터 시리즈의 비공식 스핀오프이자 팬 메이드 영화이다. 2017년 12월 29일 유투브 공개 예정이다."
96,96,Black Panther,블랙 팬서,2,2018,미국,액션/모험/SF,2시간 14분,"‘시빌 워’ 이후 와칸다의 왕위를 계승한 티찰라(채드윅 보스만)는 와칸다에만 존재하는 최강 희귀 금속 ‘비브라늄’과 왕좌를 노리는 숙적들의 음모가 전세계적인 위협으로 번지자 세상을 구할 히어로 ‘블랙 팬서’로서 피할 수 없는 전쟁에 나서는데…

마블의 가장 혁신적인 히어로가 온다."
97,97,Coco,코코,4,2017,미국,애니메이션/모험/가족/판타지/음악/미스터리/코미디/스릴러,1시간 45분,"영원히 기억하고 싶은 황홀한 모험이 시작된다.
뮤지션을 꿈꾸는 소년 미구엘은 전설적인 가수 에르네스토의 기타에 손을 댔다 ‘죽은 자들의 세상’에 들어가게 된다. 그리고 그곳에서 만난 의문의 사나이 헥터와 함께 상상조차 못했던 모험을 시작하게 되는데… 과연 ‘죽은 자들의 세상’에 숨겨진 비밀은? 그리고 미구엘은 무사히 현실로 돌아올 수 있을까?"
98,98,Now Is Good,나우 이즈 굿,5,2012,"영국,프랑스,미국",드라마/로맨스,1시간 43분,"나쁜 짓은 다하고 다니는 그녀의 이름은 테사! 도둑질, 무면허 운전, 마약, 싸움, 유명해지기 등을 위시리스트로 삼고, 절친 조이와 실행에 옮기느라 바쁘다. 어느 날, 원나잇스탠드에 실패한 테사 앞에 운명처럼 나타난 옆집 훈남 아담. 테사는 점차 아담에게 끌리게 되고, 그와의 첫키스에서 살아있는 순간 자체의 소중함을 느낀다. 그러나, 첫 데이트를 앞두고 그에게만은 보이고 싶지 않았던 모습을 들키게 되는데…"
99,99,꾼,꾼,3.5,2017,한국,범죄/액션,1시간 56분,"‘희대의 사기꾼’을 잡기 위해 사기‘꾼’들이 뭉쳤다.
“판 다시 짜야죠, 팀플레이로!""

대한민국을 발칵 뒤집어 놓은 ‘희대의 사기꾼’ 장두칠이 돌연 사망했다는 뉴스가 발표된다. 그러나 그가 아직 살아있다는 소문과 함께 그를 비호했던 권력자들이 의도적으로 풀어준 거라는 추측이 나돌기 시작한다. 사기꾼만 골라 속이는 사기꾼 '지성'(현빈)은 장두칠이 아직 살아있다며 사건 담당 검사 '박희수'(유지태)에게 그를 확실하게 잡자는 제안을 한다. 박검사의 비공식 수사 루트인 사기꾼 3인방 '고석동'(배성우), '춘자'(나나), '김 과장'(안세하)까지 합류시켜 잠적한 장두칠의 심복 '곽승건'(박성웅)에게 접근하기 위한 새로운 판을 짜기 시작한다. 하지만 박검사는 장두칠 검거가 아닌 또 다른 목적을 위해 은밀히 작전을 세우고, 이를 눈치 챈 지성과 다른 꾼들도 서로 속지 않기 위해 각자만의 계획을 세우기 시작하는데… 
이 판에선 누구도 믿지 마라. 진짜 ‘꾼’들의 예측불가 팀플레이가 시작된다."
100,100,Justice League,저스티스 리그,4,2017,"캐나다,영국,미국",판타지/액션/SF/모험,2시간 00분,"인류에 대한 희망을 회복하고 슈퍼맨의 희생에 감명받은 브루스 웨인은 훨씬 강력한 적수에 맞서기 위해 새로운 동지 다이애나 프린스에게 도움을 요청한다. 배트맨과 원더 우먼, 둘은 함께 새로운 위협에 맞서기 위해 재빨리 다른 메타휴먼을 찾아 팀을 결성하기 시작한다. 배트맨, 원더 우먼, 아쿠아맨, 사이보그, 플래시가 함께 유례없는 히어로 팀을 결성하지만 재앙 수준의 엄청난 공습으로부터 세상을 구하기엔 이미 늦었을 수도..."
101,101,GEOSTORM,지오스톰,2,2017,미국,SF/재난/액션/스릴러,1시간 49분,"인간이 기후를 조작한다 지구의 대재앙이 시작됐다. 가까운 미래, 기후변화로 인해 지구에 갖가지 자연재해가 속출한다. 세계 정부 연합은 더 이상의 재난을 예방하기 위해 세계 인공위성 조직망을 통해 날씨를 조종할 수 있는 '더치보이 프로그램'을 개발한다. 하지만 프로그램에 문제가 생기면서 두바이의 쓰나미와 홍콩의 용암 분출, 리우의 혹한, 모스크바의 폭염까지, 세계 곳곳에서 일어날 수 없는 기상이변이 일어나는데..."
102,102,いま、会いにゆきます,"지금, 만나러 갑니다",3,2004,일본,로맨스/판타지/드라마,1시간 58분,"처음부터 다시 사랑하기 위해... (지금, 만나러 갑니다) | 비의 계절에 찾아온 6주간의 기적  1년 후 비의 계절에 돌아온다.는 약속을 남기고 먼저 세상을 떠난 아내에겐 초등학교 1학년에 다니는 아들과 그 아들을 챙겨야하는 어설픈 아빠가 있다. 그리고 비오는 어느 날, 늘 놀러 가던 숲에서 산보를 하던 아빠와 아이 앞에 아내가 거짓말처럼 다시 나타난다. 하지만 그녀는 생전의 모든 기억을 잃은 상태다. 그리고 두 사람은 자연스럽게 두번째의 사랑을 맺어가고 아이 역시 두번째의 엄마를 만나게 된 사실에 너무나 큰 기쁨을 느낀다. 하지만 그 여인은 자신이 기억하지 못하는 약속을 남겼다. 비의 계절이 끝나는 6주뒤에 떠난다는 것을."
103,103,Puncture,불량 변호사,4,2011,미국,드라마,1시간 40분,"일반적인 변호사와 달리 술, 담배, 여자, 그리고 그 외의 수많은 것들을 과도하게 즐기며 사는 자유로운 영혼 마이크! 실력은 있지만 지나치게 방탕한 생활로 아내에게 이혼까지 당하고 혼자 지내던 불량 변호사 마이크 앞에 에이즈에 걸린 간호사 비키가 나타난다. 에이즈 환자에게 쓰던 주사기를 다시 쓰는 바람에 감염이 된 비키는 자신과 같은 피해자가 나오지 않도록 도와달라고 부탁하지만, 이 모든 사건 뒤에는 세계 굴지의 거대 기업의 막강한 힘과 자본이 도사리고 있다."
104,104,I Used to Be Darker,그런날 사이에 어떤날,3,2013,미국,음악/드라마,1시간 30분,주인공 타린은 이유는 알 수 없지만 뭔가에 쫓겨 떠돌아다니는 신세다. 그녀는 결국 메릴랜드에 있는 이모 킴에게로 오게 되는데 킴은 남편 빌과 이혼을 생각 중이다. 그들의 딸 애비는 얼마 전 남자친구와 헤어져 괴롭기 짝이 없다. 타린도 타린이지만 그녀가 잠시 의탁하려는 이모 집 풍경은 온통 어둡고 우울한 이야기뿐이다.
105,105,The Greatest Showman,위대한 쇼맨,3.5,2017,미국,드라마,1시간 44분,"쇼 비즈니스의 창시자이자, 꿈의 무대로 전세계를 매료시킨 남자 ‘바넘’의 이야기에서 영감을 받아 탄생한 오리지널 뮤지컬 영화 <위대한 쇼맨>. <레미제라블> 이후 다시 뮤지컬 영화로 돌아온 휴 잭맨부터 잭 에프론, 미셸 윌리엄스, 레베카 퍼거슨, 젠다야까지 할리우드 최고의 배우들이 합류해 환상적인 앙상블을 선보인다. 여기에 <미녀와 야수> 제작진과 <라라랜드> 작사팀의 합류로 더욱 풍성해진 비주얼과 스토리, 음악까지 선보일 <위대한 쇼맨>은 ‘우리는 누구나 특별하다’는 메시지로 관객들에게 재미는 물론, 감동까지 선사할 것이다."
