id,name,url,tags
696,날씨의 아이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181114,"personal,empathic,visual,sound,terrible,story-telling,rice-cake,much,red,able,full,visual,married,visual,good,rainy,bad,,,,worth,pleasant,much,previous,much,,,disappointed,previous,visual,great,needless,advanced,main,last,okay,important,main,good,improbable,sudden,sudden,visual,happy,empathized,,visual,great,hard,due,calm,main,hard,open,main,ridiculous,runaway,main,main,explain,daily,main,consistent,wanted,unconvincing,sympathetic,hard,minimal,common,excellent,visual,boring,good,pretty,last,separate,much,good,japanese,individual,modern,main,main,hypocritical,scary,many,japanese,many,main,good,real,sudden,serious,sloppy,poor,visual,,,previous,natural,healing,solid,second,sure,main,handsome,laughter,welcome,good,many,similar,overall,rain,heavy,beautiful,boring,low,important,imaginative,real,unique,outstanding,young,legendary,real,japanese,nice,female,underwearᅲ,fine,so-called,mystical,uncomfortable,excessive,responsible,crazy,okay,little,,,reliable,typical,japanese,able,immersed,good,visual,rain-filled,last,long,main,old,many,sentimental,good,touching,sorry,lingering,previous,much,probable,probable,familiar,korean,korean,unnecessary,story-telling,unnecessary,personal,fantasy,okay,hard,good,good,disappointed,simple,probable,previous,bad,disappointing,rainy,rainy,visual,chubby,burst,nam-joo,fun,main,minor,cheap,human,realistic,dark,main,true,past,abstract,short,old-fashioned,inevitable,main,poor,curious,many,understood,individual,emotional,visual,goose,fun,good,turning,emotional,visual,little,hot,passionate,overwhelming,great,great,visual,imagerythe,calm,second,small,charming,mournful,domestic,novel,nam-joo,curious,please,many,little,different,korean,satisfying,,part-time,,angry,weak,narrative,previous,lacking,little,visual,different,small,excited,crazy,due,much,many,bad,unique,japanese,male,intense,impressive,short,overall,grade,visual,sky,cool,nice,strange,real,deep,crazy,so,important,disappointed,true,double-track,unkind,many,wrong,first,tee-yong,commercial,sure,first,harsh,next,great,excellent,visual,unique,clumsy,main,crazy,much,obvious,runaway,angry,absurd,capricious,human,fine,visual,,main,next,previous,okay,okay,main,crazy,visual,many,emotional,good,low,bad,many,good,last,unexpected,good,,previous,disappointed,absurd,unfinished,good,much,unlikely,second,sudden,ridiculous,visual,deceitful,recent,second,touching,female,understood,strange,warm,main,happy,understandable,desperate,female,poor,next,detailed,funny,time-worn,good,visual,good,rainy,bad,little,emotional,previous,female,female,female,human,first,much,good,bad,poor,acceptable,unique,fantasy,previous,anticipated,bad,clear,impressive,favorite,good,cold,wrong,upright,editorial,o,narrative,over-emotional,,good,crazy,,high,visual,good,probable,forced,new,korean,sudden,good,visual,good,natural,excellent,close-knit,various,main,japanese,japanese,previous,unnatural,difficult,japanese,different,unfriendly,much,short,hidden,beautiful,double-track,visual,,"
697,극장판 시티헌터: 신주쿠 프라이빗 아이즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172176,
698,톰보이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=85825,"the,curious,calm,intense,impressive,emotional,young,nice,,warm,,nice,delicate,blue,loregan,,deep,sorry,past,young,emotional,happy,happy,young,human,teenage,foolish,happy,,important,young,unbiased,good,heartwarming,blue,red,cute,certain,,whole,repeated,mikael,happy,good,shoot,great,sure,good,prospective,aware,violent,early,siamese,,different,main,intense,later,long,good,good,new,short,main,easy,relaxed,little,different,,precious,full,beautiful,long,similar,green,good,lovely,,emotional,warm,perfect,,,nice,good,meaningful,many,fun,calm,long,,meaningful,perfect,good,long,natural,impressive,,main,charming,empathetic,long,,full,happy,willing,sophisticated,empathetic,,outside,glad,grown-up,little,neat,ask,real,hard,fictional,much,,free,calm,passionate,good,well-off,,,delicate,french,calm,cute,peaceful,beautiful,whole,grateful,happy,thought-provoking,main,long,last,regrettable,brilliant,visual,simple,deep,good,clear,,,perfect,good,able,unravel,main,various,rich,,able,,,,happy,nervous,last,rare,sunshine-filled,blue,red,long,nervous,uncomfortable,,,,deep,complete,gentle,confused,hard,10-year-old,beautiful,,,,"
699,프리즌 이스케이프,https://movie.naver.com/movie/bi/mi/basic.nhn?code=193804,",,big,top,surprised,true,ridiculous,shocking,true,,cafe,locked,nervous,gumthe,true,unique,like,good,simple,first,small,key,real,fun,much,,true,past,,,true-life,immersive,fun,true,,good,particular,real-life,nervous,key,new,shocking,true,good,provocative,many,heart-wrenching,tense,sadistic,tight,real,nervous,it,fitting,real,,,thrilling,horror,white,human,colored,true,true,successful,every,horror,last,static,nervous,immersed,,human,,real,dry,,,immersed,interesting,true,stubborn,persistent,fantastic,,scary,like,korean,strong,true,outside,historical,focused,,first,much,visual,much,sure,sure,,unbelievable,true,simple,surprised,true,surprised,unfamiliar,enormous,so,nervous,,,,key-making,racial,,true,true,general,simple,ordinary,multiple,impeccable,able,watched,sure,worth,possible,deep,whole,true,nervous,,nervous,entire,ten,true,,anxious,nervous,nervous,able,recommended,crazy,,true,key,,,,,much,,new,novel,real,,,particular,extreme,surprised,true,dramatic,old,good,true,many,nervous,middle,nervous,good,,,last,true,narrative,curious,sorry,worth,,crazy,able,real,nervous,"
700,아비정전,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10546,"white,mambo,great,realistic,big,,dead,tired,storyhis,wounded,,unfortunate,last,prime,,footless,footless,lonely,cheerful,sad,faded,lonely,,self-pity-stricken,young,clumsy,,,solitary,,nice,bad,poor,,first,old,boring,unforgettable,,natural,human,unbearable,famous,sorry,happy,much,revealed,amazing,meaningful,alive,,long-cherished,long-cherished,cherished,royal,,,glad,first,underwear,memorable,alive,lyrical,sentimental,old,,,,many,famous,quiet,unforgettable,,,,,cool,much,a,female,asian,memorable,,simple,memorable,,young,several,eternal,,good,,momentary,good,wong,,pleasant,state-run,beautiful,shudder,sad,new,unique,flamboyant,faint,,high,old,old,ten-year-old,loose,wong,able,boring,high,active,strange,delicate,facial,symbolic,real,precious,,,much,long-lasting,,,,indescribable,melancholy,great,solid,inner,easy,famous,old,favorite,sick,many,heartbroken,confident,long,persistent,bad,,long,black,heart-throbbing,long,afraid,good,,,detailed,human,"
701,트롤: 월드 투어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=191633,"satisfied,surprised,natural,much,old,fun,cuteand,good,surprised,fun,amazing,sure,good,okay,nice,korean,cute,long,boring,daily,cute,good,excited,glad,exciting,happy,whole,롹,attractive,cute,,first,nice,long,good,fun,cruel,sorry,exciting,nicehaha,red,short,cute,russian,cute,wonderful,charming,funny,long,cute,good,,,cute,,little,worried,good,good,great,surprised,excited,funny,happy,much,good,immersed,,excited,exciting,cute,simultaneous,cute,suitable,delicious,korean,various,sad,first,indian,good,exemplary,touching,great,dubbing,great,cute,surprised,good,nervous,good,main,lovely,fun,good,exciting,sad,excited,good,good,much,satisfactory,cute,good,,,,cute,colorful,childish,good,good,korean,russian,perfect,first,fun,many,different,great,first,cute,exciting,exciting,great,high,first,funny,moved,good,good,happy,dubbed,senior,high,obvious,childish,beautiful,,good,possible,various,real,good,first,aware,first,big,fast,good,translated,good,good,nice,comfortable,satisfied,good,perfect,boring,beautiful,,excited,high,meaningful,good,fun,small,excellent,visual,excellent,good,exciting,endless,proud,good,perfect,happy,much,goodwendy,pretty,good,good,first,cute,real,good,,perfect,sure,great,voice,interested,much,colorful,rich,first,red,familiar,nice,great,attractive,small,exciting,fun,visual,amazing,cute,great,fun,cute,glad,8-year-old,much,good,,happy,various,high,good,curious,nice,good,good,good,nice,hear,korean,cute,pleasant,branch,sweet,,red,fun,perfect,nice,,,low-nose,first,korean,fine,,gloomy,,fun,good,much,cute,shiny,happy,"
702,기도의 힘,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137974,"rare,religious,suitable,religious,due,long,last,divine,realistic,christian,,wrong,big,sure,good,nowhow,great,christian,realistic,empathetic,necessary,real,real,real,faithful,middle,simple,powerful,unadorned,realistic,new,christian,religious,good,spiritual,several,powerful,great,secret,good,great,,good,happy,pretty,faithful,,hot,,spiritual,good,long,movie-like,monolithic,ideological,must-see,ordinary,american,religious,touching,single,prayer,true,christian,good,native,calm,main,full,cute,whole,right,,personal,importantwe,powerful,sure,true,afraid,much,spiritual,impressive,intensive,,long,re-released,glad,alive,happy,hard,korean,dead,,,live,beneficial,,,,familiar,true,many,true,righteous,foolish,touching,many,,,,pathetic,recent,christian,christian,inner,great,good,,understandable,evil,advanced,,"
703,러빙 빈센트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144379,"high,,able,great,tragic,touching,sad,sad,middle,beautiful,many,thick,hard,desperate,much,cool,fascinating,amazing,flat-panel,three-dimensional,ecstasy,beautiful,admirable,interesting,nice,many,polish,visual,overall,slow,ordinary,much,good,poor,brilliant,future,pitiful,tremendous,many,dynamic,short,beautiful,able,mad,anxious,depressed,sorry,sure,,full,different,genius,mental,warm,happy,pretty,,empty,human,enough,perfect,lonely,,later,pure,visual,prior,make,,,good,,lonely,ideaᅮmy,favorite,much,much,much,vincent,various,,first,,amazing,,warm-hearted,great,animated,friendly,beautiful,,,beautiful,,easy,visual,,light,different,,beloved,confused,little,serious,sure,,terrible,fresh,ecstatic,happy,loving,little,,whole,thankful,warm,successful,good,ill,eccentric,pure,happy,many,wonderful,great,,first,boring,spoiled,inverse,worth,new,approachthe,great,good,good,great,,wonderful,star-like,running,,new,able,warm,cold,ecstatic,starlight,boring,disappointed,beautiful,sad,turning,windy,long-awaited,dear,painful,last,warm,vivid,,impressive,fun,beautiful,single,unique,boring,interesting,quick,,interesting,warm,good,worth,good,beautiful,little,,big,you,great,beautiful,last,fascinating,,,,it,"
704,찬실이는 복도 많지,https://movie.naver.com/movie/bi/mi/basic.nhn?code=189624,"good,due,lovely,clear,refreshing,sympathetic,hard,hard,hard,right,famous,good,calm,many,main,hot,current,hard,difficult,chan-sil,chan-silhah,fresh,immature,chan-sil,many,it,,,good,last,unique,good,first,good,independent,billion-dollar,live,old,sympathetic,forty-year-old,empathy,ever-growing,korean,simple,korean,last,good,exam,lovely,cute,much,possible,upᅲᅲᅲᅲ,fresh,emotional,,warm,hard,korean,independent,long,real,likely,many,,good,long,gloomy,gloomy,spiritual,universal,old,old,painful,meaningful,charming,perfect,special,fun,unique,good,supportive,current,promotional,calm,much,rid,harsh,good,good,independent,full,happy,,cute,cute,forty-year-old,,,,fresh,interesting,modern,obvious,commercial,lucky,glad,tremendous,funny,bitter,,much,long,small,gentle,ten,high-quality,independent,oftenmalgeum,,comical,worth,,touching,actor,huge,much,sincere,hard,good,bad,many,pleasant,glad,great,right,much,,,great,nice,,,,,main,indie,main,good,overall,dull,bottom,independent,independent,slow,non-boring,boring,boring,sloppy,angry,mad,strange,able,savory,well-made,middle-aged,,difficult,last,regrettable,french,many,calm,due,secret,normal,expected,previous,important,,good,long,pleasant,confused,first,little,learned,second,cinematic,last,many,direct,natural,comfortable,cute,lovely,long,precious,everyday,long,uncertain,young,new,touching,intended,high,,good,realistic,fantasy-like,good,,,good,,good,late,boring,lukewarm,chan-sil,cute,small,little,girl,many,middle-aged,chan-sil,unlucky,good,steady,pleasant,straight,next,last,unexpected,unstable,natural,outstanding,humorous,,,"
705,8인: 최후의 결사단,https://movie.naver.com/movie/bi/mi/basic.nhn?code=53149,",,,bad,funny,i,main,main,supporting,,,fine,bad,chinese,handsomelol,wrong,touched,,distracting,,violent,,,nervous,old,commemorative,chinese,basic,low,sloppy,good,common,,,brilliant,frustrating,chinese,,the,separate,,,american-style,hero-making,many,,turbulent,famous,chinese,much,boring,excessive,chinese,impressed,flamboyant,forced,difficult,,failure,,good,little,slow,,uncomfortable,uncomfortable,wrong,good,,overall,worth,little,real,,part-time,big,boring,,funny,,much,funny,,much,glad,bad,,appropriate,popular,annoyed,inevitable,easy,fake,chinese,future,eternal,late,real,impossible,short,different,martial,,good,chinese,chinese,last,,,second,artificial,funny,elementary,hard,super,solid,super-luxury,political,modern,last,perfect,many,good,yuan,nervous,,last,perfect,fancy,simple,harsh,last,little,martial,much,countless,,,a,general,fucked-up,great,great,interested,boring,boring,chinese,boring,,historical,excessive,dramatic,new,chinese,chinese,good,enough,luxurious,great,so-so,worth,great,nationalistic,"
706,파리 오페라 발레단,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149434,
707,제인의 썸머,https://movie.naver.com/movie/bi/mi/basic.nhn?code=194405,
708,아이즈 온 미 : 더 무비,https://movie.naver.com/movie/bi/mi/basic.nhn?code=189027,"main,cool,first,first,awesome,,,true,,,,,,,,,,happy,,glad,able,,touched,,touching,pays,behind-the-scene,many,,,,long,last,,,,visual,new,permanent,new,,,,,,,,,life,,,,,,,touching,,,,main,good,touching,,,,,,,real,,,,happy,,,,,,,,,,true,,,,,main,iti,touched,,,,many,live,general,basic,internet,,female,,touching,amazing,wiz,concert,enough,,,whole,,,,last,"
709,레이니 데이 인 뉴욕,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152691,"adopted,lead,several,full,forty-year-old,korean-american,minor,due,global,full,child,dirty,dark,,sympathize,full,salary,many,regretful,sexual,past,,,hard,dirty,old,female,naive,stupid,great,attractive,back,the,prodigal,art-disease,typical,ritual,bright,,excited,funny,expensive,little,faint,foggy,old,young,young,young,young,bitter,woody,romantic,old,little,old,,long,typical,allen-style,somehow,light,worth,fresh,real,magnificent,,romantic,good,young,pretty,rainy,,,good,attractive,timothy,rainy,fantastic,special,crazy,bitter,previous,urban,colorful,confused,romantic,like,korean,cheap,korean,ruinedlol,criminal,female,,,strange,adopted,wrong,,bitter,all-time,,,,,,blah,,unique,fine,,crazy,fresh,great,full,nasty,irrefutable,clear,clear,good,bad,bad,,,,prior,,frustrating,whole,charming,long,good,well-made,one-day,hesitant,due,sexual,unpleasant,poor,,,,,,great,young,obvious,lethargic,cynical,cute,emotional,romantic,,rainy,sweet,romantic,uninterrupted,great,,afraid,curious,much,rainy,good,long,,,scumbag,late,messy,,dumb,funny,first,,,long,male,21st,disgusting,pedophile,due,"
710,동사서독 리덕스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49085,"martial,indescribable,,middle,martial,attractive,,,old,lyrical,,strong,loneliness,loneliness,human,natural,little,,easy,pointless,,high,simple,martial,angry,emotional,calm,colorful,sad,pathetic,different,first,old,difficult,difficult,martial,,several,beautiful,heroic,,,ten,potential,,long,immature,sick,,,beautiful,sensual,martial,little,little,second,third,second,main,psychological,self-split,post-traumatic,marital,beautiful,lonely,lonely,,paint,martial,,,,enough,famous,chinese,martial,independent,full,,little,sure,empathetic,dead,likely,alive,single,single,first,boring,amazing,unique,visual,good,many,chaotic,good,well-written,,different,good,,full,new,visual,beautiful,all-star,martial,martial,royal,hard,difficult,,extreme,same-word,,long,remorseful,i,,,much,boring,boring,urgent,original,original,original,original,new,martial,,good,,poem-like,,first,great,cool,famous,omnibus,great,thousand-year-old,married,martial,famous,money-making,martial,philosophical,lyrical,re-released,good,young,sad,able,visual,painful,sad,hard,,,beloved,wong,sad,desperate,burial,great,poem,narrative,must-see,,,,,heartbroken,inactive,active,old,bad,hard,original,difficult,first,sad,different,normal,many,difficult,variable,,,famous,great,eye-catching,visual,fancy,able,but,excellent,visual,,famous,"
711,킹 오브 프리즘 올 스타즈 -프리즘 쇼☆베스트10-,https://movie.naver.com/movie/bi/mi/basic.nhn?code=191642,"the,born,,,,,many,,fucking,funny,,,,saionji,,,,extraordinary,tearful,rare,potential,,"
712,도미노,https://movie.naver.com/movie/bi/mi/basic.nhn?code=193329,"old-fashioned,old,beheading,funny,third-rate,expensive,terrible,trashy,obvious,old-fashioned,rid,,,,worth,loose,little,obvious,,glad,simple,normal,,classic,scaled-down,many,weak,young,old,nervous,bad,new,worth,,,,,,"
713,이장,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185150,"real,good,funny,impressive,banal,extraordinary,excellent,heavy,real,solid,korean,independent,nice,whole,last,complicated,complicated,,rolling,big,realistic,empathetic,good,,funny,it,real,,loud,realistic,panic,social,life-long,serious,economic,new,young,hard,little,teary,clean,,,good,fresh,solid,much,short,ensemble,well-made,independent,next,sorry,alive,patriarchal,male,insightful,meticulous,good,whole,much,good,flies,whole,,must-see,worth,impeccable,predictable,independent,first,good,specific,crazy,hard,funny,good,,,great,independent,long,wonderful,male,sharp,delicate,long,,fun,good,good,sympathetic,last,nice,sure,namesi,big,focused,,black,big,sad,patriarchal,heavy,innovative,korean,independent,mean,ticklish,good,,good,irritated,real,crazy,independent,commercial,gong,unfamiliar,realistic,fun,fresh,unobvious,last,visual,touching,harsh,fun,elementary,gimbap,korean,independent,dead,synonymous,patriarchal,great,,smart,real,much,good,good,well-organized,dense,sick,tired,old,american,great,serious,main,well-defined,much,able,fun,alive,true,good,good,good,low-budget,common,everyday,boring,repeated,verbal,famous,korean,last,text,heavy-hearted,,confucian,whole,12-year-old,married,excellent,patriarchal,secret,bad,sudden,memorial,nine-point,,,,young,patriarchal,,,overall,great,annoying,good,little,fine,,reliable,nice,next,,korean,,small,heavy,enough,commercial,immersed,real,smooth,slight,,,"
714,인생,https://movie.naver.com/movie/bi/mi/basic.nhn?code=16531,"orthodox,little,two-hour,little,powerful,direct,extreme,ordinary,last,thought-stained,chinese,,great,small,sorry,american,commercial,,,,well-made,chinese,sentimental,must-see,funny,fun,,awesome,innocent,the,modern,,,,last,turbulent,little,modern,contemporary,true,,wrong,first,great,chinese,,social,fun,sad,original,great,great,huge,modern,contemporary,chinese,original,spoiler,overall,glad,numerous,human,different,joy,sorrow,sad,good,sad,poor,old,beautiful,tearful,helpless,living,much,main,next,original,good,modern,chinese,turbulent,20th,turbulent,interested,chinese,,much,short,empty,alive,chinese,little,solid,arduous,,,modern,individual,individual,individual,long,real,close,clear,hard,,,respectful,good,,considerable,chinese,great,chinese,,bad,bitter,main,rich,chinese,modern,,i,,nice,,,,modern,boring,perfect,modern,chinese,,hard,,,hard,,sure,,great,forced,,extreme,chinese,,,rough,happy,,chinese,indescribable,chinese,chinese,impressive,anxious,many,perfect,personal,turbulent,modern,contemporary,,,much,cultural,cultural,different,large,large,well-drawn,ordinary,chinese,post-40s,,short,beautiful,favorite,beautiful,wonderful,deep,emotional,deep,i,tearful,,"
715,고양이 집사,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190447,"warm-hearted,happy,sure,upsetting,warm,many,,warm,happy,healing,warm-hearted,cute,comfortable,co-exist,stray,sad,happy,cute,huge,chinese,prenatal,great,cute,happy,long,glad,many,warm,many,warm,many,due,natural,human,natural,human,little,mean,poor,powerful,weak,weak,human,necessary,nice,sick,first,prescribed,poor,bad,,myeong-dong,stray,important,please,warm,happy,impossible,sympathetic,many,valuable,good,co-existing,stray,rich,stray,happy,,sad,third,sad,hard,common,huge,hard,local,hard,heartwarming,,,stray,warm,one-time,good,nose,,sick,live,,,,,warm,happy,touching,happy,,adorable,sorry,sorry,sorry,happy,tired,daily,happy,cat,many,precious,of,lovely,tough,tired,much,crooked,money-making,amazing,hard,abnormal,petite,crooked,fairy,hard,good,attractive,last,good,next,,,beautiful,,,many,good,warm,sick,,sad,hard,hard,first,sad,sad,nice,cat,sad,angry,inhumane,different,chinese,great,tiring,grateful,many,grateful,good,,stray,sad,,little,,nice,old,cute,warm-hearted,hot,tired,proud,warmi,everyday,able,chinese,chic,safe,happy,,happy,happy,sad,,live,live,hard,come,bad,,sane,intense,political,animal,,documentary-grade,japanese,korean,dangerous,"
716,붉은 수수밭,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10479,",,gong-lian,single,chinese,good,chinese,intense,human,primitive,red,red,simple,red,scary,old,red,japanese,new,old,chinese,visual,,white,red,red,anti-japanese,chinese,colorful,japanese,vast,red,movie,,,human,tearful,,loud,likely,red,red,red,poor,simple,intense,red,axiom,,memorable,disappointing,,,,original,anti-japanese,full,bloodshot,,,,last,hard,light,young,red,red,intense,,complete,red,chinese,human,intense,strong,,good,extraordinary,red,red,powerful,visual,true,red,chinese,great,,,intense,red,complete,sad,symbolic,last,awesome,certain,chinese,good,,sad,inner,sad,young,japanese,fresh,pure,red,chinese,deep,,,public,good,poor,red,calm,sorghum,last,beautiful,,spoiled,it,,good,,fine,red,red,,red,unexpectedly,funny,commercial,artistic,red-light,red-soil,good,red,chinese,first,young,obscure,chinese,red,,particular,,first,red,tired,disappointing,,,"
717,"안녕, 미누",https://movie.naver.com/movie/bi/mi/basic.nhn?code=178520,"first-generation,migrant,different,much,well-made,,precious,,difficult,warm,well-made,sorry,,light,heavy,documentary,migrant,documentary,much,,main,hectic,financial,beautiful,new,,unusual,korean,next,live,rich,young,nepalese,korean,enough,old,first,grateful,unregistered,foreign,inner,external,aware,last,deep,korean,sorry,sad,fictional,touching,selfish,daily,next,my,selfish,rational,thankful,,,,,korean,modern,free,hard,foreign,good,illegal,multicultural,young,second,distant,foreign,common,poor,immigrant,stupid,korean,main,whole,little,migrant,real-life,unequal,migrant,korean,,good,"
718,홍등,https://movie.naver.com/movie/bi/mi/basic.nhn?code=15058,"19-year-old,ironic,,impressive,good,quiet,scary,goose,,third,cute,old,modern,insidious,inner,patriarchal,excellent,visual,sad,visual,nice,bad,chinese,ye-mo,fine,small,impressed,,artistic,intact,early,hungry,great,,quiet,limited,excellent,obvious,unknown,various,red,chinese,,breathless,까,까,first,so,visual,chinese,confucian,human,political,cinematic,two,,dreary,tile-roofed,red,perfect,excessive,insufficient,visual,outstanding,main,,great,rich,old,elderly,unique,hard,,male-dominant,chinese,visual,old,old,favorite,chinese,,perfect,perfect,visual,wonderful,feudal,cool,red,good,chinese,movie-like,delicate,interesting,worth,strange,must-see,memorable,chinese,young,,,great,deep-seated,excellent,great,sad,unique,strong,clear,good,express,feudal,visual,chinese,red,little,worth,impressive,good,,sure,red,modern,,real,wrong,,beautiful,good,feudalistic,inner,disappointing,oppressed,feudal,ye-mo,,current,,abject,repressive,fourth,good,good,first,20th,low,second,amazing,crazy,,,,male,crazy,great,closed,,perfect,perfect,frivolous,easy,chinese,,,visual,musical,perfect,fantastic,,likely,,strange,excellent,,sad,glad,concubine/slave,patriarchal,impressive,good,"
719,백년의 기억,https://movie.naver.com/movie/bi/mi/basic.nhn?code=188162,
720,세일즈맨,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149059,"forgiveness,criminal,bamboo,female,,human,deep,long,former,good,good,bad,ambiguous,new,common,ambiguous,second,excellent,good,traumatic,dark,questionable,real,exciting,easy,,judicial,secondary,guilty,,important,important,unannounced,tragic,deep,calm,immersive,delicate,non-smoke,emotional,,,moral,main,calm,long,,amazing,,,incomplete,psychological,natural,,true,true,inner,human,little,slow,superb,empty,empty,,,uneasy,in-depth,,frustrating,korean,,troubling,female,last,scary,,,iranian,great,good,solid,compelling,,good,good,unusual,simple,,,deep-wave,little,,unrefined,full,last,,unique,immersive,,good,interesting,,great,criminal,critical,red,award-winning,horror,,stubborn,excellent,,,ambiguous,,loud,forgive,old,satisfied,mid-term,sorry,long-lasting,boring,high,wrong,cheap,crazy,vague,can,stuffy,stuffy,,weak,primitive,unable,simple,primitive,,collapsed,collapsed,terrible,difficult,precious,facing,gruesome,elaborate,human,,,,uncommonly,ordinary,modern,different,forgiveness,,last,,angry,surprised,common,hard,,important,important,amazing,"
721,벌새,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179307,",korean,personal,last,likely,last,long,shaky,eun-hee,good,lingering,evident,patriarchal,violent,original,anxious,shining,many,happy,bad,fascinating,beautiful,happy,young,,first,good,nice,left-handed,,domestic,social,last,different,able,unusual,attractive,small,minor,emotional,good,good,middle,sad,boring,shining,detailed,good,first,attractive,various,,unforgettable,intense,hard,,gentle,glad,lucky,old,well-made,well-made,commercial,gloomy,main,unique,korean,independent,bitter,bitter,grateful,,true,good,,sad,chinese,unhappy,next,good,actor-directed,to,,good,high,much,blurred,young,delicate,heavy,,great,great,memorable,good,good,much,sad,many,low-budget,fun,prettyㅜㅜ,possible,last,painful,potato,good,long,boring,many,many,emotional,hard,self-conscribed,famous,understanding,glad,good,popular,next,,shy,cute,long,jealous,monotonous,,high,high,popular,subtle,worth,bad,enough,similar,special,long,unnecessary,main,main,emotional,natural,pretentious,unnatural,many,next,cold,long,good,perpetual,much,independent,generous,boring,boring,,difficult,great,,hidden,overrated,meaningful,able,great,whole,interesting,much,independent,bad,quiet,loud,n,,personal,overrated,boring,many,ununderstandable,great,unsympathetic,second,inconsistent,next,crude,main,emotional,good,boring,good,much,ridiculous,beautiful,sad,hard,critic,slow,bored,crazy,good,much,good,actor,,beautiful,little,famous,high,great,first,close-up,full,terrible,artificial,aesthetic,suitable,한,,,sick,fun,ordinary,independent,male,naughty,korean,independent,similar,vague,emotional,predictable,obvious,autobiographical,incomprehensible,slow,improbable,"
722,사랑에 관한 짧은 필름,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17502,",,unconditional,,innocent,first,strange,young,colorful,pure,full,,psychological,philosophical,gloomy,calm,quiet,pure,young,slow,monotonous,complete,true,magical,,,whole,whole,last,orphaned,questionable,good,,whole,,,,,,essential,bad,short,,good,loved,,innocent,old,short,,,outstanding,different,noble,deep,many,excellent,psychological,deep,narrow,abnormal,good,deep,european,personal,personal,,persistent,beautiful,,,,fascinating,sixth,different,i,good,possible,common,strange,,single,nam-joo,yeo-joo,late,,long,trembling,hard,,near,far-off,real,good,dark,lingering,,good,,first,good,,boring,long,lasting,good,,short,,,unusual,special,love,possible,pure,personal,,pure,short,thick,,,,good,sublime,,beautiful,tragic,,tragic,running,strange,amazing,,calm,powerful,,clear,great,"
723,콜 오브 와일드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=192147,"dog,indirect,last,important,dead,,sorry,bad,sleigh,original,brown,little,much,,,healing,vivid,facial,dog,great,big,last,이래서,ten-point,award-winning,black,good,human-animal,,i,sorry,cool,true,long,human,great,whole,much,good,top-buck,must-see,long,quiet,good,detailed,healing,love,happy,happy,fun,natural,good,beautiful,complete,awesome,bad,beautiful,spectacular,calm,gloomy,healing,cinematic,good,human,many,,,sad,great,,puppy,warm,beautiful,visual,colorful,many,fun,touched,afraid,sad,,hard,impressive,nature-like,good,main,animal,long,wild,instinct,awkward,unique,main,life-time,third,elementary,satisfied,funit,excellent,great,great,beautiful,healingi,visual,childish,north,bad,20th,little,weak,visual,good,worth,unnatural,interesting,great,natural,big,boring,exciting,puppy,many,sad,fresh,funi,main,real,hard,innocent,old,hard,much,good,touched,,sad,funny,cg,like,impressed,long,different,good,,,great,great,hard,nice,cool,,,,fun,rich,facial,good,easy,moved,scaredthe,obvious,funny,western,northwestern,recent,old,alive,cool,visual,exciting,personal,,touching,much,heart-warming,open,half,cute,healing,american,ridiculous,official,official,ridiculous,sled,sled,you,strange,able,delicate,visual,like,good,happy,excited,short,good,exciting,little,heartwarming,visual,good,similar,,,touching,fun,,smart,fantasy,good,fine,visual,good,good,wild,,,nice,little,disappointed,first,able,touchedi,long,delightful,extraordinary,much,much,much,,,natural,good,original,fairy,embarrassing,little,personal,good,artificial,natural,nice,long,vast,warm-hearted,good,"
